shop_name,shop_star,shop_comment,shop_price,shop_region,shop_category
点卯fire • 宅门一口酥烤鸭(五大道店),4.8,2130,137,五大道,烤鸭
大吉利·潮汕牛肉火锅(南开总店),4.9,15753,94,海光寺/六里台,潮汕牛肉火锅
门口小院大鱼泡饼特色狮子头家常菜,4.0,19,52,海光寺/六里台,天津菜
香炖八方·妈妈菜(和平店),4.1,422,64,西康路沿线,天津菜
La Fleur用心(和平店),4.9,8349,185,五大道,西餐
新疆阿里餐厅,4.5,2791,59,西康路沿线,新疆菜
人民公社大食堂(大悦城店),4.2,394,85,南市,东北菜
宝月楼台湾菜馆·海鲜家宴(成都道店),4.8,5343,161,五大道,海鲜
青年餐厅(津湾店),4.5,14519,95,和平路,烤鸭
海底捞火锅(华清店),4.9,2988,95,滨江道,四川火锅
肘子酥(哈密道店),4.7,1851,62,和平路,天津菜
铁真红焖羊肉 无分店,4.7,6799,33,西康路沿线,牛羊肉火锅
假装苏杭·桂雨山房(恒隆广场店),4.5,2938,119,和平路,苏浙菜
大悦屋(五大道店),4.7,412,108,五大道,日本料理
七味活牛蛙·干锅牛蛙旗舰店,4.9,1692,91,五大道,川菜馆
唐潮壹品(天津店),4.7,1743,343,小白楼,海鲜
通海俄式烧烤(和平滨江道店),4.9,1694,79,滨江道,烤串
金叉子印度餐厅,4.4,1509,116,西康路沿线,东南亚菜
回奶奶清真菜(五大道店),4.6,886,80,五大道,天津菜
德粤楼·猪肚鸡(滨江道店),4.7,697,102,滨江道,顺德菜
简坐(潼关道店),4.7,11119,89,滨江道,上海本帮菜
莎莎salsa·中国潮·酥皮烤鸭(旗舰店),4.9,3474,78,五大道,特色菜
膳堂琨小館(小白楼店),4.8,947,112,小白楼,烤串
宝月楼·台湾菜馆(天河城店),4.7,6544,81,和平路,台湾菜
炙上烤肉,4.8,820,71,和平路,融合烤肉
利丰源烤羊腿(万德庄店),4.5,2055,123,海光寺/六里台,烤羊腿
MAXIM’S马克西姆法餐厅(五大道店),4.8,2953,703,五大道,西餐
闸物志·弄堂里的味道,4.7,2514,100,和平路,创意菜
蟹黄面·三名草屋(河北路店),4.8,1960,196,滨江道,面馆
