shop_name,shop_star,shop_comment,shop_price,shop_region,shop_category
礼舍和牛料理(宝坻区店),3.4,124,122.0,怡购商业广场,日式火锅
天津市宝坻区进京路菜市场,0.0,,,宝坻区,水果生鲜
柳树屯铁锅炖,3.9,31,66.0,宝坻区,东北菜
田场海鲜大排档,3.7,5,47.0,宝坻区,海鲜
味美轩蛋糕,0.0,,,宝坻区,面包烘焙
英尚烘焙坊(水岸店),0.0,,,宝坻区,面包烘焙
花园餐厅,3.5,2,,宝坻区,天津菜
馨香糕点店,0.0,,,百货大楼,面包烘焙
红星糕点,0.0,,,宝坻区,面包烘焙
多乐滋蛋糕,0.0,,,宝坻区,面包烘焙
独门冲·烤鱼牛蛙火锅鸡,0.0,,,宝坻区,烤鱼
鸿禄恒餐饮百姓时尚餐厅(京津新城店),4.2,179,47.0,京津新城,鲁菜
庄稼院锅台炖(京津新城店),4.0,271,63.0,京津新城,东北菜
屯老二农家铁锅炖(宝坻店),3.7,231,115.0,百货大楼,东北菜
品味蛋糕房,0.0,,,宝坻区,面包烘焙
北岸印象·斑鱼火锅,3.5,7,,宝坻区,鱼火锅
华田酸菜鱼馆,3.6,4,,宝坻区,酸菜鱼/水煮鱼
生日蛋糕,0.0,,,宝坻区,面包烘焙
千人惠西北菜,3.9,136,44.0,宝坻区,西北民间菜
福荣糕点,0.0,,,宝坻区,面包烘焙
康津福西点(珠江北环西路店),0.0,,,京津新城,面包烘焙
来湘约,3.7,127,65.0,宝坻区,湘菜
永兴达糕点,0.0,,,宝坻区,面包烘焙
新疆米粉(小南门店),3.6,3,,京津新城,新疆菜
如在蜀毛肚老火锅(宝坻店),3.5,43,,宝坻区,四川火锅
芙蓉树下·四川冒菜(步行街店),0.0,,,宝坻区,川菜馆
福运来蛋糕店,0.0,,,宝坻区,面包烘焙
优焙乐园蛋糕坊,0.0,,,宝坻区,面包烘焙
家春秋老吊梨汤,3.4,1,,宝坻区,京菜
小草房烤肉(塞纳店),2.9,81,,怡购商业广场,韩式烤肉
生日蛋糕面包,0.0,,,宝坻区,面包烘焙
塞外羔羊鲜肉店,0.0,,,宝坻区,生鲜
好鸡汇铁锅炒鸡煲仔饭(泰富橄榄树店),3.6,1,,京津新城,广州菜
伙酷东北人家,3.4,10,,京津新城,东北菜
闽味快餐福建小炒,3.5,1,,宝坻区,福建菜
英永涮羊肉(总店),3.6,15,48.0,宝坻区,老北京火锅
荣老五驴肉,3.4,1,,宝坻区政府,其他中餐
建伟木炭火锅,3.6,10,,宝坻区,炭火锅
津川酒楼,3.4,1,,京津新城,川菜馆
甜蜜城堡蛋糕屋,0.0,,,宝坻区,面包烘焙
商立来饭店,3.4,1,,宝坻区,苏浙菜
冯记正宗河间驴肉火烧(二中店),0.0,,,宝坻区,其他中餐
巴蜀巡抚麻辣江湖,0.0,,,宝坻区政府,川菜馆
老厨房,3.8,25,45.0,京津新城,鲁菜
大顺酒店,3.7,9,,宝坻区,京菜
茶宜坊现煮茶饮,0.0,,,宝坻区,茶饮果汁
囍尚囍蛋糕坊(大口屯店),0.0,,,宝坻区,面包烘焙
1982烤肉,3.5,3,,京津新城,韩式烤肉
8号蒸饺精品炖鸽子,3.6,65,51.0,宝坻区,饺子
恬心烘焙坊,0.0,,,京津新城,面包烘焙
伊口寿司,3.0,,,京津新城,日式烧烤/烤肉
狼少爷自助酱骨头(宝坻店),3.4,17,,百货大楼,自助餐
乡村八大碗,3.5,3,,宝坻区,其他中餐
巧湘厨.湘菜馆,3.5,2,,宝坻区,湘菜
红灯笼饭庄,0.0,,,宝坻区,天津菜
四季老北京涮肉(京津新城店),3.4,2,,京津新城,老北京火锅
芸座炉端烧·烧肉(龙熙中路店),3.9,131,140.0,怡购商业广场,日本料理
零晨3点半海鲜烧烤,0.0,,,宝坻区,融合烤肉
成都小巷四川火锅,3.4,1,,宝坻区,四川火锅
小姗手工烘焙,0.0,,,宝坻区,面包烘焙
马记饭店,3.7,41,40.0,宝坻区,天津菜
温德姆八号紫园中餐厅,3.8,221,184.0,京津新城,粤菜馆
Rr.TAI發财,3.7,4,,宝坻区政府,甜品
彤德莱火锅(宝坻店),4.2,1326,70.0,怡购商业广场,火锅
如家川菜,3.4,2,55.0,京津新城,川菜馆
十亩田蔬,0.0,,,宝坻区,水果生鲜
北京科技大学天津学院-第1食堂,3.7,8,,京津新城,快餐简餐
好运来精品烘焙,0.0,,,宝坻区,面包烘焙
草帽云南蒸汽石锅鱼,3.5,52,62.0,京津新城,鱼火锅
三禾家烧烤小串金鑫烧烤,3.5,11,,宝坻区,烤串
广东潮园菜馆,3.7,12,62.0,京津新城,茶餐厅
大镇饭店,3.5,1,,宝坻区,天津菜
南开饭店,3.7,22,,宝坻区,天津菜
虾吃虾涮虾火锅,3.6,97,,京津新城,虾蟹火锅
自己人·啵啵鱼黄焖鸡米饭,0.0,,,宝坻区,黄焖鸡
東顺斋铜锅涮肉,3.6,29,105.0,宝坻区,老北京火锅
九田家黑牛烤肉料理(逸城雅园店),3.9,254,110.0,怡购商业广场,韩式烤肉
花雕醉鸡(宝坻店),3.7,47,32.0,宝坻区,特色菜
虾吃虾涮虾火锅(康特商街店),3.6,230,73.0,百货大楼,海鲜火锅
中盛驿厨,3.5,5,,宝坻区,其他中餐
菜根香,3.7,68,60.0,宝坻区,川菜馆
五哥塞外羔羊火锅,3.6,13,63.0,宝坻区,牛羊肉火锅
淞源生鲜(南三路市场店),0.0,,,宝坻区,生鲜
顺达源烤肉火锅海鲜自助(宝坻旗舰店),3.4,409,63.0,宝坻区政府,自助餐
西餐厅,0.0,,,宝坻区政府,西餐
欣达小吃,3.8,29,45.0,宝坻区,快餐简餐
老乡聚炖鱼馆,3.5,1,,宝坻区,东北菜
尝来尝往,3.5,1,,宝坻区,家常菜
咱家院子,3.9,8,,宝坻区,天津菜
巫山烤全鱼(商贸街店),4.1,3011,58.0,宝坻区,烤鱼
鱼木奇缘、烤鱼,3.5,1,,百货大楼,烤鱼
顺和园饭店(大刘坡路店),3.5,5,,宝坻区,天津菜
东北小泥炉烤肉(顺驰店),3.4,11,,宝坻区,韩式烤肉
鲜中鲜小海鲜,3.7,12,,宝坻区,海鲜
烤鱼年代民间菜,3.0,,,宝坻区,川菜馆
萃格蛋糕(新安镇店),3.5,2,,宝坻区,面包烘焙
辣椒炒肉宴会庄园,3.7,40,71.0,京津新城,湘菜
大喜龙虾(环城南路店),4.0,66,110.0,宝坻区,小龙虾
爱肚火锅(汇丰广场店),3.9,490,58.0,怡购商业广场,火锅
313羊庄(宝坻店),3.7,16,98.0,宝坻区,牛羊肉火锅
伙酷东北人家,3.5,2,,京津新城,东北菜
东方毛家饭店,3.5,24,,怡购商业广场,湘菜
古韵居农家院,3.9,24,43.0,宝坻区,农家菜
叁谦串串火锅,3.9,303,71.0,宝坻区,串串香
二宽牛肉拉面(宝坻店),3.7,20,38.0,宝坻区,西北民间菜
驴先生锅贴蒸饺,3.4,,,宝坻区,生煎/锅贴
盛鑫烧烤铜锅涮,0.0,,,宝坻区,炭火锅
开元路菜市场,3.6,6,,宝坻区,水果生鲜
仙台和牛烤肉.寿司料理,3.5,483,104.0,怡购商业广场,日式烧烤/烤肉
咖啡之翼(天津宝坻店),3.8,78,146.0,宝坻区,西餐
