shop_name,shop_star,shop_comment,shop_price,shop_region,shop_category,shop_district
N多寿司(彩悦城店),3.8,10.0,,乐园道,寿司,河西区
McCafé 麦咖啡(黑牛城道登发店),3.6,1.0,,尖山,咖啡厅,河西区
老三凉皮、凉拌菜(前进道店),3.5,1.0,,围堤道沿线,快餐简餐,河西区
华莱士·全鸡汉堡(财经学院店),3.8,468.0,19.0,小海地,西式快餐,河西区
蟹状元(天津黑牛城道店),3.9,6.0,,小海地,大闸蟹,河西区
老狼大盘鸡宽面(河西店),3.9,111.0,19.0,围堤道沿线,面馆,河西区
釜香食府,3.7,31.0,51.0,小海地,其他中餐,河西区
叫了只炸鸡(宾西店),3.5,1.0,,宾西,炸鸡炸串,河西区
鸡蛋灌饼,3.7,23.0,,宾西,快餐简餐,河西区
川人百味轩·鱼头王(浦口道店),3.9,117.0,40.0,图书大厦,川菜馆,河西区
luckincoffee瑞幸咖啡(新生活广场紫金山路店),3.9,101.0,18.0,水上/天塔,咖啡厅,河西区
无名缘米粉(梅江道店),3.8,26.0,16.0,梅江小区,小吃,河西区
馍界传奇·肉夹馍·手工面(凯德MALL店),3.8,39.0,37.0,挂甲寺,快餐简餐,河西区
帅小管,3.8,12.0,,梅江小区,小吃,河西区
老六素货(枫林路店),3.8,30.0,15.0,小海地,素食,河西区
如意馄饨(天津医院店),3.8,53.0,18.0,围堤道沿线,馄饨|抄手|扁食,河西区
小艾家炒饭,3.6,9.0,,尖山,快餐简餐,河西区
沙县小吃,3.6,16.0,15.0,围堤道沿线,快餐简餐,河西区
馍界传奇·肉夹馍·手工面(华润万家店),3.9,119.0,30.0,围堤道沿线,快餐简餐,河西区
McCafé 麦咖啡(麦当劳峰汇华夏未来店),3.5,2.0,,友谊路,咖啡厅,河西区
真心美食,3.5,1.0,,梅江小区,海鲜,河西区
姥姥家的大米饭(泉汇广场店),3.7,1.0,,小海地,快餐简餐,河西区
薛氏津味饺子面馆,3.7,2.0,,小海地,天津菜,河西区
蟹凰宫,3.7,9.0,,梅江小区,大闸蟹,河西区
好渔郎•海鲜加工 广式烧腊,3.9,15.0,222.0,宾西,烧腊,河西区
山东大煎饼,3.5,4.0,,下瓦房,快餐简餐,河西区
朴小姐烧汁牛排饭(财经大学店),3.6,5.0,,小海地,牛排,河西区
满炖(河西店),3.8,26.0,28.0,下瓦房,东北菜,河西区
川合顺麻辣香锅(紫金山路店),3.8,260.0,60.0,水上/天塔,干锅/香锅,河西区
鸡蛋灌饼(寿园里店),3.6,10.0,,宾西,快餐简餐,河西区
鸭百万·北京烤鸭(柳江路店),3.7,20.0,32.0,新业广场,烤鸭,河西区
桐记海鲜(大梅江店),3.5,62.0,129.0,梅江小区,海鲜,河西区
四川老火锅(体院北店),3.7,565.0,85.0,宾水道/体院北,四川火锅,河西区
胖胖砂锅烧烤(河西店),3.7,180.0,66.0,围堤道沿线,东北菜,河西区
大成家(南楼店),3.8,649.0,27.0,围堤道沿线,快餐简餐,河西区
luckincoffee瑞幸咖啡(中海四信公寓店),3.6,17.0,,小海地,咖啡厅,河西区
晓芹海参(梅江店),3.9,14.0,,梅江会展中心,更多食品保健,河西区
和番丼饭,3.5,15.0,,宾水道/体院北,日本料理,河西区
獐子岛海参(永安道店),3.6,2.0,,永安道沿线,保健品,河西区
长生岛贡参大连海参(黑牛城道店),3.6,8.0,,梅江小区,保健品,河西区
何记熟食城,3.5,3.0,,宾水道/体院北,更多食品保健,河西区
辣king·麻辣香锅(和悦汇店),3.6,36.0,21.0,尖山,快餐简餐,河西区
疆源抓饭(小白楼店),3.8,19.0,30.0,图书大厦,新疆菜,河西区
鲜丰水果(瑞江道店),3.7,5.0,,梅江小区,水果店,河西区
大肚饺子锅贴,3.9,55.0,23.0,小海地,生煎/锅贴,河西区
肯德基(柳林DT店),3.8,320.0,33.0,小海地,西式快餐,河西区
鸭百万·北京烤鸭(永安道店),3.9,36.0,,永安道沿线,烤鸭,河西区
美闻比萨(小围堤道店),3.8,43.0,40.0,围堤道沿线,比萨,河西区
小毛河间驴肉火烧(文静路店),3.7,8.0,,围堤道沿线,快餐简餐,河西区
窑鸡王(小白楼店),3.8,43.0,55.0,图书大厦,快餐简餐,河西区
馍界传奇·肉夹馍·手工面(国贸购物中心店),3.8,315.0,29.0,小白楼,快餐简餐,河西区
蟹小哥肉蟹煲(太湖路店),3.8,23.0,,尖山,特色菜,河西区
McCafé 麦咖啡(人民公园店),3.6,8.0,,永安道沿线,咖啡厅,河西区
luckincoffee瑞幸咖啡(银都大厦店),3.9,71.0,21.0,永安道沿线,咖啡厅,河西区
吉胜克(大沽南路店),3.8,10.0,,尖山,比萨,河西区
知湘缘湘菜,3.8,197.0,66.0,小海地,湘菜,河西区
桂发祥(下瓦房店),3.9,285.0,42.0,下瓦房,津味小吃,河西区
McCafé 麦咖啡(小白楼地铁站店),3.7,25.0,,小白楼,咖啡厅,河西区
阿香米线(天津凯德餐厅店),3.9,1416.0,33.0,围堤道沿线,米线,河西区
日式拉面,3.6,16.0,,小海地,日式面条,河西区
下饭鸡秘制烤鸡(陈塘庄店),3.5,4.0,,小海地,熟食熏酱,河西区
尚城饺子馆,3.5,6.0,,尖山,饺子,河西区
偌睿佳小吃店,3.5,1.0,,图书大厦,快餐简餐,河西区
小巷麻辣香锅·麻辣拌·麻辣烫(青林大厦店),3.8,103.0,29.0,小海地,干锅/香锅,河西区
香河肉饼养生粥坊,3.7,27.0,18.0,宾水道/体院北,粥店,河西区
木生鸳鸯烤鱼(万科水晶城店),3.8,17.0,78.0,梅江小区,烤鱼,河西区
董记煎饼(围堤道店),3.8,139.0,6.0,围堤道沿线,快餐简餐,河西区
老赵烤鸭店(前进道店),3.5,76.0,,文化中心,烤鸭,河西区
尊宝比萨(下瓦房店),3.9,23.0,,图书大厦,比萨,河西区
luckincoffee瑞幸咖啡(泰达大厦店),3.8,43.0,21.0,图书大厦,咖啡厅,河西区
重庆美食,3.6,13.0,13.0,宾水道/体院北,川菜馆,河西区
星巴克(天津图书大厦店),3.9,48.0,37.0,图书大厦,咖啡厅,河西区
不眠海 Sober Hi(平山道8号楼1号店),3.8,9.0,,佟楼,咖啡厅,河西区
李老狼椒麻鸡·鸡汤凉皮(体北店),3.9,69.0,19.0,宾水道/体院北,新疆菜,河西区
小川馆,3.7,44.0,28.0,图书大厦,川菜馆,河西区
张记包子铺,3.8,54.0,16.0,水上/天塔,包子,河西区
名蟹汇·大闸蟹,3.8,18.0,,围堤道沿线,大闸蟹,河西区
牛B哥熏排骨熏肉饭各种拌凉菜,3.5,4.0,,尖山,卤味鸭脖,河西区
蟹庄缘阳澄湖大闸蟹(河西店),3.7,19.0,,围堤道沿线,大闸蟹,河西区
壹桥大连海参,3.7,12.0,,尖山,海鲜,河西区
鼎记阳澄湖大闸蟹(河西区店),3.6,7.0,100.0,水上/天塔,大闸蟹,河西区
阳澄湖大闸蟹(名蟹坊天津分店),3.5,3.0,,友谊路,大闸蟹,河西区
相阳阳澄湖大闸蟹,3.5,7.0,,水上/天塔,大闸蟹,河西区
luckin coffee瑞幸咖啡(天津外国语大学马场道校区店),3.5,1.0,,河西区,咖啡厅,河西区
圆梦过桥米线,3.5,3.0,,梅江会展中心,米线,河西区
吉祥馄饨(小白楼国贸店),3.6,3.0,,图书大厦,馄饨|抄手|扁食,河西区
luckincoffee瑞幸咖啡(桂发祥食品广场店),3.9,102.0,26.0,围堤道沿线,咖啡厅,河西区
luckincoffee瑞幸咖啡(城市大厦店),3.7,39.0,18.0,友谊路,咖啡厅,河西区
如意馄饨(四六四医院店),3.7,73.0,21.0,宾水道/体院北,馄饨|抄手|扁食,河西区
咕谷蒸鸡滋补蒸鸡(河西店),3.6,11.0,,尖山,快餐简餐,河西区
大圆碗(陈塘庄店),3.7,1.0,,小海地,快餐简餐,河西区
漫蜗牛比萨屋(德勤菜市场店),3.7,36.0,44.0,文化中心,比萨,河西区
变色龙轰趴酒吧,3.7,10.0,,永安道沿线,西餐,河西区
天津特产(河西区店),3.7,16.0,31.0,围堤道沿线,小吃,河西区
轻食主义,3.5,1.0,,围堤道沿线,西餐,河西区
大圆碗(华夏未来店),3.6,126.0,39.0,水上/天塔,快餐简餐,河西区
回归老味,3.5,5.0,,宾水道/体院北,天津菜,河西区
马小来厚蛋三明治(图书大厦店),3.7,11.0,23.0,图书大厦,西式快餐,河西区
38°6麻辣香锅,3.7,24.0,,友谊路,干锅/香锅,河西区
锅圈食汇(全运村店),3.9,2.0,,梅江会展中心,生鲜,河西区
清真烧饼王(解放南路店),3.5,4.0,,尖山,快餐简餐,河西区
luckincoffee瑞幸咖啡(广银大厦店),3.8,43.0,19.0,围堤道沿线,咖啡厅,河西区
McCafé 麦咖啡(彩悦城店),3.8,46.0,8.0,文化中心,咖啡厅,河西区
McCafé 麦咖啡(体北店),3.8,36.0,21.0,宾水道/体院北,咖啡厅,河西区
McCafé 麦咖啡(南京路五店),3.8,13.0,,小白楼,咖啡厅,河西区
luckincoffee瑞幸咖啡(天信大厦店),3.7,18.0,16.0,围堤道沿线,咖啡厅,河西区
McCafé 麦咖啡(天海店),3.8,8.0,,佟楼,咖啡厅,河西区
luckincoffee瑞幸咖啡(丽晶大厦店),3.7,29.0,22.0,围堤道沿线,咖啡厅,河西区
McCafé 麦咖啡(解放南路得来速店),3.7,11.0,,梅江小区,咖啡厅,河西区
不眠海 Sober Hi(创展大厦102号店),3.7,4.0,,图书大厦,咖啡厅,河西区
McCafé 麦咖啡(大沽路店),3.6,13.0,,挂甲寺,咖啡厅,河西区
鲜丰水果(九龙路店),3.8,7.0,,河西区,水果店,河西区
张记煎饼果子,3.6,11.0,,宾西,快餐简餐,河西区
南门外·老城里钙奶汤圆(泗水道店),3.7,13.0,,小海地,津味小吃,河西区
恩惠包子铺,3.7,30.0,12.0,小海地,包子,河西区
百姓缘家常菜(河西店),3.9,18.0,38.0,小海地,生煎/锅贴,河西区
蜀来宝(福建路店),3.9,49.0,24.0,下瓦房,快餐简餐,河西区
大成盛记(二附属二店),3.8,3.0,,尖山,快餐简餐,河西区
明亮包子铺,3.8,30.0,,围堤道沿线,包子,河西区
老石磨煎饼坊,3.6,13.0,,尖山,快餐简餐,河西区
烧饼王,3.7,30.0,,宾西,快餐简餐,河西区
寻味·老味熏排骨(河西博疆市场店),3.5,2.0,,小海地,其他中餐,河西区
傳奇麻辣香锅,3.7,1.0,,宾水道/体院北,干锅/香锅,河西区
子渡尚品麻辣香锅(南楼店),3.7,36.0,28.0,围堤道沿线,干锅/香锅,河西区
腾宇记黄焖砂锅主题餐厅(人民公园店),3.7,31.0,22.0,下瓦房,干锅/香锅,河西区
锅圈食汇火锅烧烤食材(南北大街店),3.8,7.0,,土城,水果生鲜,河西区
桂发祥(艾伦店),3.9,214.0,38.0,图书大厦,津味小吃,河西区
老赵烤鸭,3.9,90.0,33.0,围堤道沿线,烤鸭,河西区
肯德基(凯德国贸店),3.6,247.0,31.0,小白楼,西式快餐,河西区
遇见搭膳餐厅,3.9,181.0,45.0,挂甲寺,韩国料理,河西区
京鸭记·北京烤鸭(平山道店),3.6,2.0,,宾水道/体院北,快餐简餐,河西区
河间晨旭驴肉馆(下瓦房店),3.7,60.0,19.0,下瓦房,快餐简餐,河西区
福天堂过桥米线(隆昌路店),3.8,43.0,21.0,南楼,米线,河西区
四季粥铺(财经大学店),3.7,21.0,19.0,小海地,粥店,河西区
一品汤膳,3.8,4.0,,宾水道/体院北,其他美食,河西区
大碗牛肉面(梅江店),3.6,10.0,,梅江小区,面馆,河西区
老城街小面(天海店),3.6,57.0,19.0,围堤道沿线,快餐简餐,河西区
姥姥家的大米饭(体北店),3.6,19.0,,宾水道/体院北,快餐简餐,河西区
小城炒饭王,3.9,9.0,,下瓦房,小吃,河西区
BinsJoy宾喜炸鸡(儿童医院店),3.8,13.0,,佟楼,炸鸡炸串,河西区
七饭七排骨饭(和悦汇店),3.7,160.0,22.0,尖山,快餐简餐,河西区
鼓楼二姑包子,3.5,17.0,,尖山,包子,河西区
河间驴肉火烧(利民道店),3.6,49.0,,挂甲寺,其他中餐,河西区
肉惑老饭盒(天津店),3.9,103.0,16.0,图书大厦,快餐简餐,河西区
低卡实验室•低热量概念餐厅(河西店),3.9,25.0,24.0,梅江会展中心,西式快餐,河西区
熊家·韩式炸鸡(河西店),3.9,44.0,36.0,尖山,炸鸡炸串,河西区
南门外・老城里钙奶汤圆(古海道店),3.9,26.0,,围堤道沿线,快餐简餐,河西区
优度时光炸鸡汉堡,3.9,3.0,,梅江小区,西式快餐,河西区
厨掌柜陆老师(河西店),3.8,59.0,21.0,尖山,快餐简餐,河西区
范希顺饭馆早点,3.8,4.0,,小海地,小吃,河西区
宝盛元饺子馆(第七十七店),3.8,38.0,33.0,尖山,饺子,河西区
叫了个炸鸡(陵水道店),3.7,17.0,21.0,小海地,炸鸡炸串,河西区
馍小皮(儿童医院店),3.8,119.0,24.0,围堤道沿线,快餐简餐,河西区
鑫晟斋酱牛肉,3.8,5.0,,图书大厦,熟食熏酱,河西区
楊銘宇黄燜雞米飯,3.8,107.0,24.0,小海地,黄焖鸡,河西区
爱奇特烤肉拌饭(东长盛店),3.8,11.0,,梅江小区,快餐简餐,河西区
壹饭堂,3.7,5.0,,小海地,快餐简餐,河西区
老城里四姐锅巴菜,3.7,16.0,,围堤道沿线,锅巴菜,河西区
合湾大成盛记(二附属店),3.7,163.0,18.0,尖山,快餐简餐,河西区
如意馄饨(大沽南路大润发店),3.7,13.0,,小海地,馄饨|抄手|扁食,河西区
港岛记(陈塘庄店),3.7,77.0,24.0,小海地,快餐简餐,河西区
如意馄饨(卫津南路店),3.7,44.0,20.0,宾水道/体院北,馄饨|抄手|扁食,河西区
楊銘宇黄焖鸡米饭(双林店),3.7,49.0,20.0,小海地,黄焖鸡,河西区
津皖有约·大排面米线(古海道店),3.7,1.0,,土城,米线,河西区
元気·焖饭·焖面(南楼店),3.6,4.0,,围堤道沿线,快餐简餐,河西区
烧饼王,3.7,58.0,4.0,文化中心,小吃,河西区
李记大饼夹一切汉堡,3.7,8.0,,小海地,快餐简餐,河西区
吉祥馄饨(下瓦房店),3.6,1.0,,土城,馄饨|抄手|扁食,河西区
憨老头(环湖东路店),3.6,29.0,9.0,宾水道/体院北,快餐简餐,河西区
杨铭宇黄焖鸡米饭(海逸长洲店),3.6,102.0,20.0,梅江小区,黄焖鸡,河西区
社会王炒饭(财经大学店),3.7,7.0,,小海地,快餐简餐,河西区
清真烧饼王,3.6,9.0,,南楼,津味小吃,河西区
憨老头凉皮(竹林路店),3.6,12.0,10.0,小海地,快餐简餐,河西区
宝盛元饺子(七店),3.7,65.0,20.0,围堤道沿线,饺子,河西区
明哥麦多馅饼,3.7,21.0,6.0,宾水道/体院北,小吃,河西区
过桥米线老杨早点,3.6,2.0,,梅江小区,小吃,河西区
四川酸辣苕粉,3.6,5.0,,小海地,米线,河西区
静姐的炸串店(榆林路店),3.6,4.0,,小海地,炸鸡炸串,河西区
德记西北角传统酱牛肉,3.6,5.0,,挂甲寺,熟食熏酱,河西区
道口老汤烧鸡(分店),3.6,10.0,,永安道沿线,熟食熏酱,河西区
华莱士·全鸡汉堡(淇水道店),3.6,9.0,,梅江会展中心,西式快餐,河西区
晏悦老天桥熏鸡酱肉(枫林路店),3.6,3.0,,小海地,熟食熏酱,河西区
玉堂羊汤馆,3.6,31.0,,小海地,快餐简餐,河西区
九久屯煎饼坊,3.6,83.0,8.0,永安道沿线,快餐简餐,河西区
麦肯汉堡奶茶店,3.6,6.0,,围堤道沿线,西式快餐,河西区
悠知味商贸(大沽南路店),3.6,11.0,100.0,小海地,小吃,河西区
牛约堡,3.5,3.0,,佟楼,西式快餐,河西区
煌上煌酱鸭(友谊路新业广场店),3.5,27.0,65.0,新业广场,熟食熏酱,河西区
煌上煌酱鸭(泉汇购物广场店),3.5,36.0,28.0,小海地,熟食熏酱,河西区
麻辣鸡架(河西旗舰总店),3.5,11.0,,尖山,炸鸡炸串,河西区
开门红老味小吃坊,3.5,33.0,,围堤道沿线,快餐简餐,河西区
晓蕊家面皮,3.5,6.0,,小海地,快餐简餐,河西区
桂发祥(文玥店),3.5,8.0,,尖山,津味小吃,河西区
宏旺快餐店,3.5,1.0,,宾水道/体院北,快餐简餐,河西区
馥香源麻辣烫,3.5,3.0,,宾水道/体院北,麻辣烫,河西区
食物语精致板烧,3.5,2.0,,小海地,快餐简餐,河西区
桂记黄焖鸡米饭,3.5,14.0,18.0,小海地,黄焖鸡,河西区
小汁小调·浇汁饭(河西店),3.5,12.0,,下瓦房,快餐简餐,河西区
兰州拉面馆,3.5,7.0,14.0,图书大厦,面馆,河西区
锅圈食汇火锅烧烤食材(中石油桥店),3.5,1.0,,宾水道/体院北,水果生鲜,河西区
番香哈立德牛肉面,3.8,5.0,,小海地,面馆,河西区
力胜韩国料理,3.9,90.0,70.0,梅江小区,韩国料理,河西区
桔妹重庆小面(铂津湾店),3.6,9.0,,围堤道沿线,面馆,河西区
康源社区食堂(四信里店),3.5,1.0,,小海地,家常菜,河西区
蒋四宝板面牛杂面(美年广场店),3.8,12.0,,小海地,面馆,河西区
辣古丽新疆炒米粉,3.5,2.0,,挂甲寺,新疆菜,河西区
中国兰州牛肉拉麺(太湖路店),3.7,13.0,12.0,尖山,面馆,河西区
津门老面道,3.8,25.0,,尖山,面馆,河西区
吉吉家拉面,3.9,6.0,,小海地,面馆,河西区
中國蘭州拉面(宾馆西路店),3.8,29.0,18.0,宾西,面馆,河西区
老包牛肉板面,3.5,4.0,,小海地,面馆,河西区
宝丽金刘老根自助美食城,3.9,452.0,116.0,围堤道沿线,重庆火锅,河西区
廣顺興(河西店),3.4,74.0,92.0,尖山,猪肚鸡火锅,河西区
煮小篓盘盘麻辣烫(小白楼店),3.4,10.0,,小白楼,麻辣烫,河西区
Mamakids亲子餐厅(海河大观店),4.9,1451.0,161.0,围堤道沿线,西餐,河西区
山上下居酒屋(梅江店),4.9,1910.0,139.0,梅江小区,日本料理,河西区
庞记大叔炸串,4.8,997.0,19.0,宾水道/体院北,炸鸡炸串,河西区
博多 海鲜割烹,4.8,767.0,115.0,图书大厦,日本料理,河西区
甜酷·花间糖定制蛋糕(永安道店),3.2,13.0,,永安道沿线,面包烘焙,河西区
赵傻子大饼羊杂(小海地店),3.4,25.0,30.0,小海地,小吃,河西区
奈雪的茶(万象城店),4.8,2619.0,33.0,文化中心,茶饮果汁,河西区
TAKARA喜藏,4.8,877.0,86.0,图书大厦,咖啡厅,河西区
先悦串吧,3.2,48.0,70.0,尖山,烤串,河西区
福之家日本料理店,4.8,1137.0,203.0,梅江会展中心,日本料理,河西区
学辰饺子馆,3.6,61.0,23.0,宾水道/体院北,饺子,河西区
紫燕百味鸡(大梅江店),3.4,52.0,37.0,梅江小区,熟食熏酱,河西区
奈雪的茶(天津湾凯德MALLPro店),4.9,1770.0,36.0,围堤道沿线,茶饮果汁,河西区
王师傅怪味担担面(澧水道店),4.8,2580.0,30.0,尖山,面馆,河西区
付老爷海鲜烧烤小龙虾,3.2,22.0,110.0,小海地,烤串,河西区
CC·深夜小酒馆,3.4,4.0,,小海地,特色菜,河西区
Free咖啡西餐吧(小海地店),3.2,12.0,,小海地,西餐,河西区
江南美食屋,4.8,625.0,69.0,围堤道沿线,苏浙菜,河西区
好当家有机刺参,3.3,110.0,50.0,尖山,海鲜,河西区
夏树奶沫(津悦城店),4.9,618.0,14.0,文化中心,茶饮果汁,河西区
苏小西炸串(永安道店),3.3,14.0,,永安道沿线,炸鸡炸串,河西区
友达面馆(天津总店),4.8,2588.0,53.0,围堤道沿线,面馆,河西区
益尚鲜火锅鸡,3.0,16.0,92.0,小海地,炭火锅,河西区
芋知冰粉刨冰甜品,4.8,488.0,18.0,小海地,茶饮果汁,河西区
川小妹麻辣香锅O,3.4,2.0,,尖山,干锅/香锅,河西区
大成盛记(洪泽路店),3.4,14.0,24.0,尖山,快餐简餐,河西区
华莱士·全鸡汉堡(曲江道店),3.2,173.0,16.0,小海地,西式快餐,河西区
五谷炸香鸡,3.4,13.0,,围堤道沿线,炸鸡炸串,河西区
窦四牛杂面(全运村店),4.8,1148.0,32.0,梅江会展中心,面馆,河西区
不眠海 Sober Hi(贵山里小区店),3.3,10.0,,小海地,咖啡厅,河西区
大口红烧肉,3.4,3.0,,挂甲寺,天津菜,河西区
炉炉鼎烧饼,3.1,3.0,,梅江会展中心,津味小吃,河西区
西北楼中国兰州拉面,3.0,,,越秀路,西北民间菜,河西区
鲜丰水果(全运村店),3.4,1.0,,梅江会展中心,水果店,河西区
友谊家安徽板面黑牛城道店,3.4,7.0,,宾西,面馆,河西区
不眠海 Sober Hi(富力大厦店),3.4,1.0,,图书大厦,咖啡厅,河西区
传统锅贴,3.3,18.0,24.0,宾西,生煎/锅贴,河西区
鲜丰水果(南北大街店),3.4,8.0,,土城,水果店,河西区
域尚疆来,3.2,2.0,,小海地,新疆菜,河西区
大福来(体北店),3.4,5.0,,宾水道/体院北,锅巴菜,河西区
小面馆,3.4,1.0,,围堤道沿线,面馆,河西区
陈小天快餐店,3.4,1.0,,梅江小区,快餐简餐,河西区
便民早点,3.4,11.0,,小海地,快餐简餐,河西区
胡记煎饼果子,3.4,3.0,,宾水道/体院北,快餐简餐,河西区
晓蕊家凉皮,3.4,2.0,,梅江小区,快餐简餐,河西区
沙县小吃,3.3,3.0,,梅江会展中心,快餐简餐,河西区
小平煎饼,3.5,5.0,,梅江小区,快餐简餐,河西区
南楼煎饼(南楼总店),4.7,4722.0,14.0,围堤道沿线,快餐简餐,河西区
醍醐味·烧鸟居酒屋(梅江店),4.6,65.0,120.0,梅江小区,日本料理,河西区
布歌东京(万象城店),4.6,792.0,99.0,文化中心,面包烘焙,河西区
多乐之日(万象城店),4.6,1788.0,41.0,文化中心,面包烘焙,河西区
来顺成饭庄,4.7,2693.0,90.0,图书大厦,炭火锅,河西区
春莱泰式奶茶老挝冰咖啡,4.5,41.0,19.0,小海地,茶饮果汁,河西区
君诚轩黑鱼三吃,4.5,171.0,116.0,小海地,火锅,河西区
爱德顺糕点食屋(利民道店),4.5,2961.0,46.0,围堤道沿线,面包烘焙,河西区
政协俱乐部西餐厅,4.7,1645.0,174.0,小白楼,西餐,河西区
和助日本料理,4.7,373.0,153.0,围堤道沿线,日本料理,河西区
面屋继范,4.6,718.0,52.0,小海地,日式面条,河西区
55CAKE,4.6,336.0,72.0,新业广场,面包烘焙,河西区
小四川餐厅(纪庄子店),4.7,2805.0,65.0,宾水道/体院北,川菜馆,河西区
天津食品集团祥德斋糕点河西店,4.7,211.0,25.0,宾水道/体院北,面包烘焙,河西区
付记焖子快餐店,4.6,1318.0,18.0,小海地,快餐简餐,河西区
爸爸糖手工吐司(大沽南路店),4.5,568.0,34.0,图书大厦,面包烘焙,河西区
1969Sweet甜品工作室,4.7,131.0,185.0,五大道,甜品,河西区
泰丰八方楼,4.5,117.0,470.0,梅江小区,创意菜,河西区
IES Restaurant(去未舍店),4.5,370.0,205.0,河西区,西餐,河西区
永源成清真餐厅(黑牛城道店),4.7,1061.0,106.0,宾西,特色菜,河西区
Tims咖啡(河西万象城店),4.6,1036.0,38.0,文化中心,咖啡厅,河西区
厦门名小吃,4.6,1691.0,44.0,小海地,小吃快餐,河西区
津味呗好吃熟梨糕(河西店),4.5,278.0,18.0,小海地,快餐简餐,河西区
沏佰杯(凯德MALL店),4.6,206.0,14.0,围堤道沿线,茶饮果汁,河西区
必瓒餐厅Biizou by BLUFISH(万象城店),4.7,2921.0,115.0,文化中心,创意菜,河西区
鼎佳肯特炸鸡,4.5,523.0,25.0,小海地,炸鸡炸串,河西区
小海地阿姨炸串,4.5,595.0,19.0,小海地,炸鸡炸串,河西区
美玲餐厅(河西店),4.7,5161.0,35.0,梅江小区,天津菜,河西区
铃蘭日式家庭料理,4.6,406.0,70.0,梅江会展中心,日本料理,河西区
绍兴老菜(河西店),4.5,907.0,98.0,围堤道沿线,浙菜,河西区
尤记·油炸臭豆腐·脆皮特色炸串,4.7,624.0,16.0,小海地,小吃,河西区
九龍冰室(万象城店),4.7,8823.0,89.0,文化中心,茶餐厅,河西区
长岛海饺,4.6,357.0,92.0,宾水道/体院北,饺子,河西区
友道,4.5,230.0,102.0,梅江小区,韩国料理,河西区
程子爆米花,4.6,481.0,20.0,小海地,小吃,河西区
闽品美食,4.7,340.0,99.0,小海地,福建菜,河西区
渔香小磨(大沽南路店),4.5,797.0,72.0,下瓦房,天津菜,河西区
擀得烂云记烧麦·羊杂(河西店),4.5,485.0,78.0,小海地,内蒙菜,河西区
韩江洞韩国炸鸡脊骨土豆汤,4.5,134.0,57.0,越秀路,韩国料理,河西区
百樂潮式打冷酒家(万象城店),4.7,1968.0,94.0,文化中心,粤菜馆,河西区
好利来(气象台路店),4.5,636.0,57.0,围堤道沿线,面包烘焙,河西区
津门如意包子铺(宾西路店),4.6,753.0,21.0,宾西,包子,河西区
顾家港式茶餐厅,4.6,1267.0,82.0,小海地,茶餐厅,河西区
三妹卷圈·回味斋素菜,4.6,406.0,7.0,小海地,津味小吃,河西区
海港鲜生·进口三文鱼直营店(广东路店),4.5,97.0,102.0,下瓦房,生鲜,河西区
青山小宝烧饼里脊,4.5,373.0,7.0,小海地,快餐简餐,河西区
九河居(荔湾路店),4.6,2075.0,46.0,围堤道沿线,面馆,河西区
舒香林(南北大街店),4.7,568.0,29.0,挂甲寺,云南菜|滇菜,河西区
二斗栗子(南京路店),4.6,689.0,25.0,图书大厦,栗子/干果,河西区
月见和食(万象城店),4.7,350.0,54.0,文化中心,日式面条,河西区
掀起你的盖头来,4.7,1653.0,79.0,宾水道/体院北,新疆菜,河西区
老天津卫炸酱面(书苑里店),4.6,735.0,42.0,挂甲寺,天津菜,河西区
五福心语(NO.52微山路店),4.6,551.0,23.0,小海地,甜品,河西区
菜园自留地咖啡In,4.5,341.0,10.0,小海地,咖啡厅,河西区
沪上阿姨鲜果茶(梅江东长盛店),4.7,173.0,16.0,梅江小区,茶饮果汁,河西区
清真广聚和饭庄(平江道店),4.5,843.0,55.0,文化中心,天津菜,河西区
金家汤饭(梅江店),4.6,752.0,62.0,梅江小区,韩国料理,河西区
萨莉亚意式餐厅(河西凯德mall店),4.7,751.0,45.0,挂甲寺,西餐,河西区
井一町日料,4.6,35.0,107.0,图书大厦,日本料理,河西区
桑记糖坊(永安道店),4.6,582.0,39.0,永安道沿线,津味小吃,河西区
熊岩韩国料理,4.7,209.0,119.0,梅江小区,韩国料理,河西区
高乐雅咖啡(中冶和悦汇店),4.5,185.0,49.0,尖山,咖啡厅,河西区
何庄子阿米玛玛农产品批发市场,4.5,167.0,77.0,小海地,更多食品保健,河西区
平湖炸糕(河西店),4.5,53.0,4.0,越秀路,快餐简餐,河西区
娜娜家·Nana’s Cafe(万科广场人民公园店),4.7,665.0,87.0,永安道沿线,西餐,河西区
放心大饼,3.5,4.0,,围堤道沿线,小吃,河西区
一糖(恋海园店),4.5,1144.0,40.0,梅江小区,面包烘焙,河西区
稻香寿司,4.7,1279.0,29.0,下瓦房,寿司,河西区
新石河凉皮,4.6,59.0,13.0,梅江会展中心,快餐简餐,河西区
萨莉亚意式餐厅(彩悦城店),4.5,1731.0,41.0,文化中心,西餐,河西区
鲲爷冰品(乐园店),4.5,94.0,17.0,乐园道,冰淇淋,河西区
兰记烧饼里脊(平泉道店),4.6,424.0,10.0,宾水道/体院北,小吃,河西区
萨莉亚意式餐厅(长湖大润发店),4.6,859.0,39.0,小海地,西餐,河西区
萨莉亚意式餐厅(黑牛城道新业广场店),4.7,559.0,46.0,新业广场,西餐,河西区
外院风味餐厅,4.7,985.0,28.0,永安道沿线,其他美食,河西区
爱湘菜,4.5,681.0,77.0,梅江会展中心,湘菜,河西区
