shop_name,shop_star,shop_comment,shop_price,shop_region,shop_category,shop_district
鸭百万·北京烤鸭,4.1,56,50,区政府,烤鸭,河东区
鸭百万·北京烤鸭,4.0,40,36,中山门,京菜,河东区
Mr.渣制冰,4.2,94,19,天津站,冰淇淋,河东区
沪上阿姨鲜果茶,4.0,371,15,区政府,茶饮果汁,河东区
冰冰酱·祥合爆米花,4.2,208,20,区政府,茶饮果汁,河东区
峰柒茶,4.2,169,13,大王庄,饮品店,河东区
CoCo都可,4.2,464,15,大王庄,茶饮果汁,河东区
沪上阿姨鲜果茶,4.4,418,13,中山门,茶饮果汁,河东区
蜜雪冰城,4.2,193,9,中山门,茶饮果汁,河东区
茶百道,4.4,123,21,上杭路街/河东万达,茶饮果汁,河东区
CoCo都可,4.2,230,17,天津站,茶饮果汁,河东区
沪上阿姨鲜果茶,4.0,441,15,大王庄,茶饮果汁,河东区
CHILCHA七茶,4.2,547,16,天津站,茶饮果汁,河东区
沪上阿姨鲜果茶,4.4,143,14,工业大学,茶饮果汁,河东区
TOSCHI陶诗奇 冰淇淋·饮品·甜点,4.3,111,17,上杭路街/河东万达,冰淇淋,河东区
沪上阿姨鲜果茶,4.3,172,16,太阳城,茶饮果汁,河东区
沪上阿姨鲜果茶,4.3,84,12,中山门,茶饮果汁,河东区
沪上阿姨鲜果茶,4.1,174,15,程林,茶饮果汁,河东区
好捞呀水果捞·果切,4.4,403,20,大王庄,茶饮果汁,河东区
沪上阿姨鲜果茶,4.3,189,16,程林,茶饮果汁,河东区
沪上阿姨鲜果茶,4.2,143,17,天津站,茶饮果汁,河东区
沪上阿姨鲜果茶,4.1,313,17,上杭路街/河东万达,茶饮果汁,河东区
沪上阿姨鲜果茶,4.0,110,12,区政府,茶饮果汁,河东区
萃格蛋糕,3.9,1247,92,中山门,面包烘焙,河东区
UMCAKE优慕网红生日蛋糕,3.6,244,93,工业大学,面包烘焙,河东区
老北京卤煮火烧,3.9,57,17,上杭路街/河东万达,快餐简餐,河东区
庆丰包子铺,3.6,231,19,中山门,包子,河东区
殿糖·鲜花主题蛋糕,3.8,43,52,大王庄,面包烘焙,河东区
馋嘴小镇紫菜包饭,3.8,39,12,大王庄,快餐简餐,河东区
금 관 长今馆鲜族传统菜,3.8,124,47,程林,烧烤烤串,河东区
佳扬灵灵饺子园,3.9,239,48,区政府,天津菜,河东区
庆丰包子铺,3.7,509,21,程林,包子,河东区
法颂,3.9,82,53,大王庄,面包烘焙,河东区
脆脆香驴肉火烧,3.7,17,18,王串场/民权门,快餐简餐,河东区
起士林,3.9,96,108,大王庄,面包烘焙,河东区
孙记涮坊,3.8,67,56,程林,火锅,河东区
华莱士·全鸡汉堡,3.7,352,21,富民路,西式快餐,河东区
好利来,3.8,71,58,程林,面包烘焙,河东区
打包愿望·生日蛋糕,3.9,116,114,天津站,面包烘焙,河东区
叁石板烤肉,3.9,259,101,大王庄,韩国料理,河东区
刘记黄汤牛肉拉面,3.7,39,9,中山门,面馆,河东区
津面郎特色饸饹牛肉面,3.8,49,19,卫国道,面馆,河东区
周老爹熟食店,3.5,26,26,上杭路街/河东万达,熟食熏酱,河东区
桂和香江南糕点,3.8,136,35,常州道,面包烘焙,河东区
稻香村,3.9,414,33,中山门,面包烘焙,河东区
赛百味SUBWAY,3.8,118,30,大王庄,西餐,河东区
津五福西点,3.7,74,23,富民路,甜品,河东区
绝味鸭脖,3.7,194,32,区政府,卤味鸭脖,河东区
乐顺轩旋转小火锅,3.8,25,27,常州道,火锅,河东区
五福心语,3.8,65,17,大直沽,面包烘焙,河东区
金聚来大肚水饺锅贴,3.8,22,20,程林,生煎/锅贴,河东区
百品聚旋转小火锅,3.6,92,38,大王庄,火锅,河东区
酥侯糕点,3.8,237,33,工业大学,面包烘焙,河东区
Tip Top,3.5,39,26,上杭路街/河东万达,甜品,河东区
华莱士·全鸡汉堡,3.7,171,15,天津站,西式快餐,河东区
天诚丽筠酒店大堂吧,3.7,62,71,天津站,咖啡厅,河东区
绝味鸭脖,3.8,25,25,区政府,卤味鸭脖,河东区
小谷姐姐麻辣拌•麻辣烫,3.8,98,26,区政府,麻辣烫,河东区
大吉利·牛杂煲·牛腩饭,3.8,59,28,上杭路街/河东万达,小吃,河东区
恩来顺火锅烧烤,3.8,271,64,天津站,火锅,河东区
小马哥麻辣烫砂锅,3.6,31,18,工业大学,麻辣烫,河东区
肯德基,3.9,238,31,太阳城,西式快餐,河东区
鹏程老城里老味糕干小吃,3.9,127,40,区政府,快餐简餐,河东区
大圆碗,3.7,16,34,万新村,快餐简餐,河东区
吉祥馄饨,3.9,79,21,河东区,馄饨|抄手|扁食,河东区
绝味鸭脖,3.6,98,29,程林,卤味鸭脖,河东区
马扎锡盟铜锅涮,3.8,34,81,天津站,火锅,河东区
嘉和一品粥,3.9,541,34,天津站,粥店,河东区
桂发祥,3.8,62,49,天津站,津味小吃,河东区
瑞鼎泰铜锅涮羊肉,3.7,24,105,区政府,火锅,河东区
肯德基,3.8,268,29,卫国道,西式快餐,河东区
老天津卫炸酱面,3.7,47,22,大直沽,小吃快餐,河东区
陈家屯火锅鸡,3.7,17,68,卫国道,火锅,河东区
老天津卫炸酱面,3.8,31,29,工业大学,小吃快餐,河东区
山芋土豆粉,3.7,54,21,上杭路街/河东万达,小吃快餐,河东区
津味老菜馆,3.8,100,47,大直沽,天津菜,河东区
寻木轰趴聚餐吧,3.9,38,54,中山门,特色菜,河东区
犟骨头排骨饭,3.8,249,26,程林,快餐简餐,河东区
春川春韩国拌饭,3.9,67,32,天津站,韩国料理,河东区
津饺园小酒馆,3.8,34,30,中山门,饺子,河东区
状元火锅鸡,3.7,30,72,区政府,火锅,河东区
河间驴肉火烧,3.7,52,19,天津站,小吃,河东区
小谷姐姐麻辣拌•麻辣烫,3.9,217,26,万新村,麻辣烫,河东区
绝味鸭脖,3.9,41,32,程林,卤味鸭脖,河东区
天津东凯悦酒店·大堂吧,3.7,34,142,卫国道,咖啡厅,河东区
喜味厨虾仁水饺,3.9,120,29,中山门,饺子,河东区
小谷姐姐麻辣拌•麻辣烫,3.6,178,25,中山门,麻辣烫,河东区
五爷拌面,3.9,45,22,天津站,面馆,河东区
焗里焗外芝士焗饭,3.8,31,21,大王庄,快餐简餐,河东区
起士林,3.8,145,16,太阳城,甜品,河东区
正新鸡排·炸鸡烧烤,3.6,54,25,工业大学,炸鸡炸串,河东区
绝味鸭脖,3.9,68,27,卫国道,卤味鸭脖,河东区
西餐爱上麻辣烫·麻辣拌·炖菜饭·手摇茶,3.8,93,34,工业大学,麻辣烫,河东区
绝味鸭脖,3.9,125,30,王串场/民权门,卤味鸭脖,河东区
赵奶奶水饺锅贴,3.6,63,43,大直沽,饺子,河东区
绝味鸭脖,3.5,67,29,程林,卤味鸭脖,河东区
美味五福西点,3.8,22,17,大直沽,甜品,河东区
Yinto.云荼蛋糕,3.8,69,119,天津站,面包烘焙,河东区
东焙蛋糕店,3.8,104,51,区政府,面包烘焙,河东区
大圆碗,3.7,87,30,天津站,快餐简餐,河东区
鸿运来西饼屋,3.7,38,30,程林,面包烘焙,河东区
甜酷·美味五福西点,3.6,62,22,工业大学,甜品,河东区
尼维斯蛋糕,3.5,24,100,大王庄,面包烘焙,河东区
姝函老友记黄焖鸡米饭,3.8,184,32,大王庄,黄焖鸡,河东区
赵奶奶水饺锅贴·小酒馆,3.9,95,36,中山门,生煎/锅贴,河东区
如意馄饨,3.6,37,22,上杭路街/河东万达,馄饨|抄手|扁食,河东区
岗子饭店,3.9,45,74,区政府,火锅,河东区
肯德基,3.9,82,30,河东区,西式快餐,河东区
周黑鸭,3.9,139,56,上杭路街/河东万达,卤味鸭脖,河东区
青纱灯笼烤肉店,3.9,284,57,太阳城,韩国料理,河东区
渝川干锅鸭头牛蛙麻辣香锅,3.8,37,48,大直沽,干锅/香锅,河东区
铁哥狼诱惑酱骨头,3.8,56,34,上杭路街/河东万达,东北菜,河东区
熊家·韩式炸鸡,3.7,18,24,上杭路街/河东万达,炸鸡炸串,河东区
牛蔬范烤肉,3.9,65,67,天津站,融合烤肉,河东区
赵奶奶水饺锅贴·小酒馆,3.8,69,40,大王庄,生煎/锅贴,河东区
吉祥馄饨,3.8,175,14,程林,馄饨|抄手|扁食,河东区
津门里锅贴居,3.6,16,23,常州道,饺子,河东区
华莱士·全鸡汉堡,3.8,311,16,中山门,西式快餐,河东区
徐记麻辣烫,3.8,48,36,区政府,麻辣烫,河东区
福天堂过桥米线,3.7,50,15,天津站,米线,河东区
周黑鸭,3.8,112,36,天津站,卤味鸭脖,河东区
清和传家水饺,3.9,305,29,大王庄,饺子,河东区
金麒麟驴肉火烧,3.9,133,23,大王庄,小吃,河东区
56号饺子坊,3.9,25,28,工业大学,饺子,河东区
锡纸花甲粉,3.9,19,18,上杭路街/河东万达,快餐简餐,河东区
老胡麻辣烫,3.8,25,20,大直沽,麻辣烫,河东区
绝味鸭脖,3.8,82,33,中山门,卤味鸭脖,河东区
绝味鸭脖,3.8,63,35,大直沽,卤味鸭脖,河东区
绝味鸭脖,3.8,58,30,天津站,卤味鸭脖,河东区
吉顺羊汤,3.8,37,19,程林,快餐简餐,河东区
多麦馅饼,3.7,22,12,区政府,小吃,河东区
匠骨头,3.8,84,22,程林,快餐简餐,河东区
如意馄饨,3.7,28,20,天津站,馄饨|抄手|扁食,河东区
鑫雲麻辣烫,3.7,27,24,程林,麻辣烫,河东区
田老师红烧肉,3.6,207,18,中山门,快餐简餐,河东区
红光驴肉火烧,3.6,45,18,区政府,小吃,河东区
润仟祥黄焖鸡米饭,3.5,8,19,万新村,黄焖鸡,河东区
绝味鸭脖,3.5,39,26,大王庄,卤味鸭脖,河东区
芙蓉酒家,3.8,427,64,程林,天津菜,河东区
清真从记牛肉馅饼遇见羊蝎子火锅,3.9,25,67,王串场/民权门,火锅,河东区
老城街小面,3.6,69,24,区政府,面馆,河东区
McCafé 麦咖啡,3.8,26,12,上杭路街/河东万达,咖啡厅,河东区
藏猫猫·萌猫体验馆,3.9,92,36,上杭路街/河东万达,咖啡厅,河东区
鲁西地锅城,3.8,77,64,上杭路街/河东万达,火锅,河东区
花骨朵儿,3.5,10,65,太阳城,火锅,河东区
忆味缘融合餐厅,3.9,1336,129,区政府,烤鸭,河东区
雲龍菜馆,3.6,39,38,中山门,家常菜,河东区
星巴克,3.9,231,37,天津站,咖啡厅,河东区
小四川餐厅,3.8,22,54,大直沽,川菜馆,河东区
老面道大碗牛肉面,3.8,59,16,大王庄,面馆,河东区
复兴路窦四牛杂面,3.7,406,27,天津站,面馆,河东区
兰州牛肉拉面,3.8,18,23,大王庄,面馆,河东区
粟川·南昌拌粉拌面,3.9,57,13,程林,面馆,河东区
思诺烘焙,3.5,17,100,大直沽,其他美食,河东区
TEA CROSS交茶点,3.9,33,19,区政府,茶饮果汁,河东区
愉肴麻辣香锅,3.9,522,41,区政府,干锅/香锅,河东区
京鸭记·北京烤鸭,3.6,55,33,上杭路街/河东万达,烤鸭,河东区
六福锅贴家常菜,3.8,35,68,天津站,家常菜,河东区
赫赫小厨麻辣香锅,3.9,24,21,大直沽,干锅/香锅,河东区
甄哥烤鱼,3.8,131,57,上杭路街/河东万达,烤鱼,河东区
韩品紫菜包饭,3.8,85,20,程林,韩国料理,河东区
鸭百万·北京烤鸭,3.9,45,26,万新村,烤鸭,河东区
沪上阿姨鲜果茶,3.8,20,17,中山门,茶饮果汁,河东区
沪上阿姨鲜果茶,3.7,163,12,大直沽,茶饮果汁,河东区
TIP TOP,3.9,56,26,天津站,冰淇淋,河东区
芒果说奶茶,3.9,42,17,区政府,茶饮果汁,河东区
蜜雪冰城,3.9,208,6,上杭路街/河东万达,冰淇淋,河东区
甜啦啦,3.9,36,9,万新村,茶饮果汁,河东区
Tip Top,3.8,104,21,上杭路街/河东万达,冰淇淋,河东区
洋洋冰吧,3.8,74,11,大王庄,冰淇淋,河东区
山上下居酒屋,4.9,4292,139,上杭路街/河东万达,日本料理,河东区
东欣湾·北塘海鲜,4.8,1259,201,中山门,海鲜,河东区
瑞龍號·烘焙坊,4.9,516,57,大直沽,面包烘焙,河东区
河风精致寿司,4.9,1345,99,中山门,寿司,河东区
九和家常菜,3.2,102,71,工业大学,特色菜,河东区
今顺,4.9,1261,85,区政府,韩国料理,河东区
江西菜馆,4.8,630,84,太阳城,江西菜,河东区
恩来顺,3.4,73,64,大直沽,火锅,河东区
甜酷·叁楼甜品蛋糕,3.4,36,132,上杭路街/河东万达,面包烘焙,河东区
第1佳大鸡排,3.4,88,22,天津站,炸鸡炸串,河东区
溏溏·餐厅&天津菜&刨冰,4.8,1099,61,天津站,天津菜,河东区
东北一家人饺子馆,3.2,16,31,天津站,饺子,河东区
奈雪的茶,4.8,2546,35,上杭路街/河东万达,茶饮果汁,河东区
帅帅香菜馆,3.2,41,45,工业大学,川菜馆,河东区
多乐之日,4.7,726,38,上杭路街/河东万达,面包烘焙,河东区
四季雅唛铁板烧,4.5,2813,108,上杭路街/河东万达,日本料理,河东区
晟风佳宴海鲜酒楼,4.5,1883,98,上杭路街/河东万达,天津菜,河东区
澜悦中餐厅,4.7,247,98,大王庄,私房菜,河东区
天穆军军酱制品羊汤,4.5,398,34,王串场/民权门,快餐简餐,河东区
老味麻辣烫,4.6,456,23,常州道,麻辣烫,河东区
清真炸串,4.5,336,20,常州道,炸鸡炸串,河东区
大眼锅贴水饺,4.6,5295,65,大王庄,天津菜,河东区
同顺成,4.6,313,86,中山门,其他中餐,河东区
小白羊,4.7,548,71,中山门,特色菜,河东区
清真·龙猫食堂,4.6,466,80,区政府,日本料理,河东区
李家牛肉面馆,4.7,903,23,卫国道,面馆,河东区
风土情津鲁菜馆,4.6,405,72,富民路,天津菜,河东区
盛运炸串,4.5,1274,25,中山门,炸鸡炸串,河东区
金厨家宴,4.6,771,52,王串场/民权门,天津菜,河东区
大腕炸串,4.6,1033,32,卫国道,炸鸡炸串,河东区
家的味道妈妈菜,4.5,548,61,大直沽,东北菜,河东区
川麻婆泥锅涮肚,4.6,209,81,太阳城,串串香,河东区
猫妮卡咖啡 Monicat Cafe,4.7,899,52,上杭路街/河东万达,咖啡厅,河东区
新亚饭庄,4.6,695,83,中山门,鲁菜,河东区
館er,4.5,844,52,大直沽,天津菜,河东区
烤上加,4.7,511,74,上杭路街/河东万达,融合烤肉,河东区
吃嘛@麻辣烫,4.6,286,25,大直沽,麻辣烫,河东区
魏家凉皮,4.5,1004,23,上杭路街/河东万达,快餐简餐,河东区
爸爸糖手工吐司,4.6,530,33,区政府,面包烘焙,河东区
益香润·私房烤肉,4.6,148,92,天津站,融合烤肉,河东区
萨莉亚意式餐厅,4.6,1432,41,天津站,西餐,河东区
九河居,4.7,1579,44,大王庄,面馆,河东区
萨莉亚意式餐厅,4.6,799,49,上杭路街/河东万达,西餐,河东区
食其家·牛丼咖喱,4.5,1085,40,大王庄,日本料理,河东区
永顺成涮羊肉火锅,4.6,289,87,中山门,火锅,河东区
张亮麻辣烫,4.6,1157,23,上杭路街/河东万达,麻辣烫,河东区
向阳楼王记猪肉拉面,4.7,481,25,工业大学,面馆,河东区
肘子酥,4.5,372,66,卫国道,天津菜,河东区
美玲拉面,4.5,415,37,中山门,面馆,河东区
虾兵鸡将,4.5,377,51,卫国道,海鲜,河东区
潇湘味道,4.6,260,76,大直沽,湘菜,河东区
袍哥重庆小面,4.5,187,25,程林,面馆,河东区
渝青山重庆小面,4.6,220,20,上杭路街/河东万达,面馆,河东区
李先生牛肉面套餐,4.6,807,33,天津站,面馆,河东区
喜茶,4.6,1290,30,大王庄,茶饮果汁,河东区
大福来,4.0,214,11,程林,锅巴菜,河东区
罗锅老豆腐,4.1,413,9,天津站,小吃快餐,河东区
鴻顺發传统早点中晚简餐,4.3,186,12,程林,面馆,河东区
陶妈小串,4.4,37,53,中山门,烤串,河东区
和平村麻辣烫,4.4,2300,29,天津站,麻辣烫,河东区
老味麻辣烧烤,4.0,51,41,程林,烤串,河东区
刘文祥大碗麻辣烫,4.2,103,16,中山门,麻辣烫,河东区
Tims咖啡,4.4,26,28,天津站,咖啡厅,河东区
新疆兄弟烧烤大排档,4.0,77,66,大直沽,快餐简餐,河东区
淑英大馅云吞·正宗牛肉拉面,4.2,216,16,上杭路街/河东万达,快餐简餐,河东区
老火炕,4.4,1117,67,常州道,创意菜,河东区
十香斋小吃,4.3,582,14,大直沽,津味小吃,河东区
小艾家的炒饭,4.1,227,34,程林,快餐简餐,河东区
西西弗书店&矢量咖啡,4.4,475,53,大王庄,咖啡厅,河东区
抚顺正宗麻辣拌 麻辣盆 自选麻辣烫 东北冷面,4.2,177,24,程林,麻辣烫,河东区
廣顺興,4.2,93,98,大王庄,火锅,河东区
德克士,4.1,324,39,天津站,西式快餐,河东区
螺味居螺蛳粉,4.1,97,16,上杭路街/河东万达,小吃,河东区
宋都香辣烤面筋,4.0,58,15,天津站,烤串,河东区
老东北麻辣烫,4.0,93,27,大王庄,麻辣烫,河东区
花苑韩国料理,4.2,286,49,太阳城,烧烤烤串,河东区
大福来,4.4,467,11,天津站,天津菜,河东区
张记羊汤烧麦牛肉饭,4.4,103,51,天津站,快餐简餐,河东区
老王水产,4.0,35,124,大直沽,海鲜,河东区
东阿驴肉,4.2,161,61,工业大学,其他中餐,河东区
小王全羊汤,4.0,61,37,区政府,快餐简餐,河东区
茶茶巫CHACHAWU,4.0,9,27,上杭路街/河东万达,饮品店,河东区
南洋大师傅,4.0,414,29,上杭路街/河东万达,面包烘焙,河东区
大桥道,4.4,535,28,大直沽,面包烘焙,河东区
萨莉亚意式餐厅,4.4,1909,43,上杭路街/河东万达,西餐,河东区
温州雁荡酒楼,4.1,239,79,上杭路街/河东万达,海鲜,河东区
刁四藤椒麻辣烫,4.1,91,26,程林,麻辣烫,河东区
二姐回头总店,4.4,494,77,大直沽,天津菜,河东区
量食局,4.2,153,95,常州道,家常菜,河东区
窦四牛杂面,4.1,434,27,大王庄,面馆,河东区
食其家·牛丼咖喱,4.3,541,31,上杭路街/河东万达,日本料理,河东区
老陶淮南牛肉汤，河东万达店,4.2,24,18,上杭路街/河东万达,快餐简餐,河东区
张亮麻辣烫,4.1,110,26,上杭路街/河东万达,麻辣烫,河东区
津门好灶头百姓餐厅,4.0,325,72,天津站,天津菜,河东区
瑞德福,4.4,201,53,天津站,天津菜,河东区
程记炸糕,4.0,154,10,大王庄,炸鸡炸串,河东区
南洋大师傅,4.3,664,30,上杭路街/河东万达,面包烘焙,河东区
鸿宴楼饭庄,4.2,1391,71,大直沽,火锅,河东区
家的味道妈妈菜,4.3,297,64,中山门,东北菜,河东区
八零后,4.3,259,32,天津站,零食,河东区
正阳春鸭子楼,4.3,349,66,大直沽,其他中餐,河东区
张亮麻辣烫,4.1,155,24,天津站,麻辣烫,河东区
周大师大刀腰片火锅,4.1,991,100,天津站,火锅,河东区
浩睿清炖牛肉,4.1,72,27,工业大学,火锅,河东区
鱼羊铜锅,4.1,144,91,大直沽,火锅,河东区
老于大肚水饺 大馅锅贴,4.0,76,37,程林,生煎/锅贴,河东区
重庆人家,4.4,179,72,大直沽,川菜馆,河东区
雅园大酒楼,4.1,500,58,程林,天津菜,河东区
大桥道食品,4.3,235,47,程林,面包烘焙,河东区
大桥道食品商店,4.0,463,19,工业大学,面包烘焙,河东区
中国兰州牛肉拉面,4.0,38,14,卫国道,面馆,河东区
老华洋饭庄,4.3,622,61,工业大学,天津菜,河东区
天都木桶鱼火锅,4.0,340,114,大王庄,火锅,河东区
葛记羊汤,4.0,57,20,大直沽,快餐简餐,河东区
9.9意式手工披萨,4.1,164,12,区政府,比萨,河东区
花茜子锅盔,4.2,143,10,天津站,小吃快餐,河东区
遇见生煎,2.9,111,42,天津站,生煎/锅贴,河东区
李先生牛肉面,4.0,139,33,天津站,面馆,河东区
苏姐炸串,4.2,118,15,王串场/民权门,炸鸡炸串,河东区
孔府饭庄,4.1,117,50,程林,快餐简餐,河东区
堡美味炸鸡汉堡紫菜包饭,4.1,1084,18,王串场/民权门,西式快餐,河东区
张亮麻辣烫,4.1,463,25,天津站,麻辣烫,河东区
八姐拉面,4.2,104,14,中山门,面馆,河东区
尚膳鸭王,4.0,886,68,富民路,天津菜,河东区
四姐酒馆,4.1,116,62,中山门,天津菜,河东区
建达菜馆,4.3,139,52,上杭路街/河东万达,天津菜,河东区
孙浩特色牛杂面板面,4.1,117,16,天津站,面馆,河东区
一口福津味老馆,4.0,129,58,工业大学,天津菜,河东区
四川面馆,4.3,176,29,中山门,面馆,河东区
意中人Mr·Right,4.4,1068,41,天津站,咖啡厅,河东区
袍哥重庆小面,4.2,83,24,上杭路街/河东万达,面馆,河东区
李先生加州牛肉面,4.4,447,41,区政府,面馆,河东区
庆中拉面馆,4.1,93,18,天津站,面馆,河东区
秀水酒家,4.2,86,48,工业大学,其他中餐,河东区
接头暗号,4.3,882,64,中山门,川菜馆,河东区
四川菜馆,4.0,89,33,程林,川菜馆,河东区
宜家麻辣香锅,4.2,847,33,程林,干锅/香锅,河东区
宋氏鸡公煲,4.0,64,26,上杭路街/河东万达,川菜馆,河东区
川香居麻辣香锅,4.2,145,39,天津站,干锅/香锅,河东区
鲲鹏烤鱼·川菜,4.0,47,62,富民路,烤鱼,河东区
川香居麻辣香锅,4.0,83,36,卫国道,干锅/香锅,河东区
老百姓的家常菜馆,4.1,137,49,太阳城,家常菜,河东区
川鲁饭庄,4.0,97,61,王串场/民权门,川菜馆,河东区
老申家常菜馆,4.1,118,28,王串场/民权门,家常菜,河东区
喜茶,4.3,358,30,天津站,茶饮果汁,河东区
沏佰杯,4.3,206,17,上杭路街/河东万达,茶饮果汁,河东区
1点点,4.1,230,16,上杭路街/河东万达,茶饮果汁,河东区
腾升冷批超市,4.1,99,12,中山门,冰淇淋,河东区
椰Taste,4.0,112,18,上杭路街/河东万达,饮品店,河东区
三合顺,3.8,108,50,程林,天津菜,河东区
忆丸食品坊,3.9,20,17,大直沽,小吃,河东区
中国兰州牛肉拉面,3.6,7,12,万新村,面馆,河东区
真素诚,3.8,382,10,大直沽,锅巴菜,河东区
左记龙虾馆,3.9,112,113,上杭路街/河东万达,小龙虾,河东区
哈哈镜鸭货便利店,3.5,143,28,上杭路街/河东万达,熟食熏酱,河东区
黄记煌三汁焖锅,3.7,24,76,上杭路街/河东万达,焖锅,河东区
沙县便当,3.5,19,17,程林,快餐简餐,河东区
鲜果时光,3.5,12,12,天津站,茶饮果汁,河东区
那家排骨饭,3.7,23,24,中山门,快餐简餐,河东区
披萨王,3.8,17,32,大王庄,比萨,河东区
利民大福来,3.7,9,5,大直沽,快餐简餐,河东区
春雨羊汤,3.5,27,21,上杭路街/河东万达,快餐简餐,河东区
巧婆婆水煮鱼,3.7,208,46,程林,川菜馆,河东区
程傻子烤羊腿,3.8,35,49,天津站,烧烤烤串,河东区
西北角美素锅巴菜,3.8,32,7,中山门,锅巴菜,河东区
小郭鲜活水产部,3.6,34,83,中山门,海鲜,河东区
叫了只炸鸡,3.8,20,24,卫国道,炸鸡炸串,河东区
老金烤羊腿美食汇,3.5,63,59,天津站,烤羊腿,河东区
烤鸡架,3.9,25,17,中山门,烧烤烤串,河东区
冒点儿冒菜,3.8,30,23,大王庄,快餐简餐,河东区
津门一绝锅巴菜,3.6,9,5,工业大学,锅巴菜,河东区
崔记煎饼果子,3.7,57,5,大直沽,快餐简餐,河东区
清真麻辣烫,3.8,15,28,大直沽,麻辣烫,河东区
正宗陕西油泼面,3.9,30,13,程林,小吃,河东区
胖小肚创意卷圈,3.8,23,9,天津站,小吃,河东区
刘记麻辣烫,3.5,1,23,上杭路街/河东万达,麻辣烫,河东区
真素诚,3.7,464,9,大直沽,锅巴菜,河东区
小从煎饼,3.8,29,7,工业大学,快餐简餐,河东区
东北人家,3.8,65,76,富民路,东北菜,河东区
大桥道食品店,3.8,185,30,大王庄,面包烘焙,河东区
李记德州扒鸡,3.6,8,30,大王庄,熟食熏酱,河东区
杨记烧烤砂锅,3.8,33,34,大王庄,东北菜,河东区
吉顺羊汤,3.7,24,32,大王庄,快餐简餐,河东区
程傻子烤羊腿,3.7,58,67,常州道,烤羊腿,河东区
天宝楼,3.7,21,37,河东区,熟食熏酱,河东区
张记四十五麻辣烫,3.6,29,18,中山门,麻辣烫,河东区
一品徽宴·0551私房菜,3.7,92,99,太阳城,私房菜,河东区
上海米线,3.7,180,17,上杭路街/河东万达,米线,河东区
薯老大烤地瓜,3.9,96,15,区政府,小吃,河东区
湖石村江南糕点,3.7,39,17,大王庄,面包烘焙,河东区
绝味鸭脖,3.8,447,27,富民路,卤味鸭脖,河东区
真素诚,3.6,144,7,富民路,锅巴菜,河东区
一粥七天健康粥馆,3.7,13,19,区政府,包子,河东区
正兴斋糕点,3.8,19,18,大直沽,面包烘焙,河东区
福一方饭庄,3.8,83,47,中山门,天津菜,河东区
会馨圆涮羊肉,3.6,12,50,区政府,火锅,河东区
美素锅巴菜,3.7,22,7,中山门,锅巴菜,河东区
津兰拉面,3.7,47,16,常州道,面馆,河东区
程傻子烤羊腿,3.8,46,37,中山门,烧烤烤串,河东区
大福来餐饮店,3.6,20,9,河东区,快餐简餐,河东区
自闲锅巴菜,3.7,49,8,区政府,锅巴菜,河东区
詹师傅重庆火锅店,3.6,26,105,大王庄,火锅,河东区
福天堂过桥米线黄焖鸡,3.5,12,15,中山门,黄焖鸡,河东区
西北角美素锅巴菜,3.6,26,9,富民路,锅巴菜,河东区
大饼夹一切,3.8,58,11,区政府,快餐简餐,河东区
真味馆·全驴宴,3.7,59,62,大直沽,天津菜,河东区
程傻子烤羊腿,3.8,38,29,程林,烤羊腿,河东区
杭州小笼包,3.7,25,18,上杭路街/河东万达,包子,河东区
炸酱面馆 化学大楼,3.9,51,27,卫国道,小吃快餐,河东区
山河屯铁锅炖,3.5,200,82,卫国道,东北菜,河东区
四辈料理·四辈牛肉拉面,3.5,75,19,程林,快餐简餐,河东区
菲姐家手工饭团,3.9,63,15,上杭路街/河东万达,小吃快餐,河东区
老铁熏鸡系列,3.5,37,26,程林,熟食熏酱,河东区
润仟祥黄焖鸡米饭,3.6,8,20,常州道,黄焖鸡,河东区
湘当馋臭豆腐,3.8,27,17,程林,小吃快餐,河东区
姐妹过桥米线,3.6,13,14,大直沽,米线,河东区
MANAS烘焙室,3.9,22,141,天津站,面包烘焙,河东区
漫爵咖啡书吧,3.9,82,46,工业大学,咖啡厅,河东区
老胜香包子铺,3.7,83,19,上杭路街/河东万达,包子,河东区
小张全羊汤,3.7,23,20,区政府,快餐简餐,河东区
崔记锅贴早点,3.7,37,35,区政府,生煎/锅贴,河东区
鲜果的诱惑水果捞,3.7,15,16,中山门,甜品,河东区
穆记餐厅,3.9,34,41,常州道,快餐简餐,河东区
孙记大馅云吞,3.8,40,10,程林,馄饨|抄手|扁食,河东区
绝味鸭脖,3.7,42,44,天津站,卤味鸭脖,河东区
卫嘴子煎饼,3.6,28,8,常州道,快餐简餐,河东区
劳动道麻辣烫,3.7,22,20,工业大学,麻辣烫,河东区
李先生牛肉面·米饭套餐,3.5,458,28,天津站,面馆,河东区
天宝楼酱制品,3.7,37,26,区政府,小吃,河东区
大虎麻辣烫,3.8,370,22,中山门,麻辣烫,河东区
lausky比萨牛扒意面,3.8,16,58,上杭路街/河东万达,牛排,河东区
绝味鸭脖,3.5,68,37,天津站,卤味鸭脖,河东区
福天堂过桥米线,3.7,39,16,太阳城,米线,河东区
韩都茗社炸鸡料理,3.7,58,15,中山门,炸鸡炸串,河东区
泰丰清真全羊馆,3.7,32,65,程林,火锅,河东区
刁四藤椒麻辣烫,3.5,127,37,天津站,麻辣烫,河东区
宝盛元饺子店,3.8,53,27,天津站,饺子,河东区
窦四牛杂面,3.5,92,20,中山门,面馆,河东区
