shop_name,shop_star,shop_comment,shop_price,shop_region,shop_category,shop_district
韵景·食宴,4.4,226,75,芥园道/复兴路,特色菜,南开区
姐妹菜馆,4.5,1571,67,王顶堤/华苑,天津菜,南开区
人民公社大食堂,4.6,496,70,水上/天塔,东北菜,南开区
乡悦天下,4.9,3891,109,海光寺/六里台,湘菜,南开区
娜娜家·Nana’s restaurant,4.9,4366,108,水上/天塔,西餐,南开区
KOKOROWA 心和,4.9,467,2246,水上/天塔,日本料理,南开区
木屋烧烤,4.8,2744,87,天佑城/西南角,烤串,南开区
老金烤羊腿,4.8,1421,95,密云路,烤羊腿,南开区
华味烤鸭店,4.6,693,97,天拖地区,烤鸭,南开区
私家小灶·清真,4.3,193,200,长虹公园,私房菜,南开区
芳竹园火锅,4.8,701,63,白堤路/风荷园,火锅,南开区
郝炉烤鸭,4.7,1222,103,南市,烤鸭,南开区
小猪查理川式烤肉,4.6,347,70,王顶堤/华苑,烧烤烤串,南开区
将太无二,4.8,20055,138,大悦城,日本料理,南开区
胡桃里音乐酒馆,4.4,1551,108,王顶堤/华苑,川菜馆,南开区
屯老二农家铁锅炖,4.3,1172,84,王顶堤/华苑,东北菜,南开区
宴·津采,4.7,224,154,水上/天塔,天津菜,南开区
阿凡提新疆餐厅,4.8,1686,67,咸阳路/黄河道,新疆菜,南开区
湘芸,4.8,1648,107,白堤路/风荷园,湘菜,南开区
天天初二·国潮面馆,4.7,694,47,凌奥,天津菜,南开区
市井烤肉,4.5,332,66,咸阳路/黄河道,融合烤肉,南开区
宴宾楼,4.7,1904,112,时代奥城,天津菜,南开区
老廣味道·正味粤菜,4.5,388,107,南市,广州菜,南开区
蜗小牛餐厅,4.9,1094,99,南市,牛排,南开区
市井烤肉,4.7,315,63,南开大学/八里台,融合烤肉,南开区
翠亨邨·传统粤菜,4.3,1995,104,时代奥城,粤式茶点,南开区
东方之珠海鲜酒楼,4.6,1516,98,王顶堤/华苑,海鲜,南开区
真新1986旋转火锅烤肉,4.8,169,41,妇产科医院,火锅,南开区
关东范er锅包肉,4.5,1430,69,长虹公园,东北菜,南开区
山上下日式烤肉沉浸式体验馆,4.6,139,135,大悦城,日本料理,南开区
兰亭轩,4.5,617,136,海光寺/六里台,天津菜,南开区
董堂小厨,4.6,2094,62,海光寺/六里台,东北菜,南开区
庐山印象·遇见江西,4.1,303,118,南开区,江西菜,南开区
红桌子.家常菜,4.5,680,75,水上/天塔,家常菜,南开区
银座酒家,4.5,1991,85,西青大学城,海鲜,南开区
原始部落烧烤·夜宵,4.9,4614,87,海光寺/六里台,烤串,南开区
阿依来新疆餐厅,4.9,5922,91,白堤路/风荷园,新疆菜,南开区
百年蓬英楼·鲅鱼饺子楼,4.1,634,63,白堤路/风荷园,天津菜,南开区
山海情•烤全羊•盐池滩羊体验店•宁夏特色产品展销中心,4.5,118,103,南开大学/八里台,西北民间菜,南开区
湘芸,4.8,1533,86,天佑城/西南角,湘菜,南开区
海底捞火锅,4.9,12440,95,白堤路/风荷园,火锅,南开区
意境长安,4.3,2513,67,天佑城/西南角,陕菜,南开区
赫斯提娅新疆主题餐厅,4.9,1146,70,王顶堤/华苑,新疆菜,南开区
新煮意,4.8,2729,89,密云路,川菜馆,南开区
天津百饺园酒楼,4.5,1789,93,老城厢/鼓楼,天津菜,南开区
大厨,4.0,923,96,王顶堤/华苑,创意菜,南开区
Kim’s kitchen欧巴火锅炸鸡啤酒,4.8,66,46,鞍山西道,韩国料理,南开区
金阁家常菜馆,4.5,1789,50,白堤路/风荷园,天津菜,南开区
牛一锅筋头巴脑一锅香,4.1,542,58,大胡同/天津之眼,火锅,南开区
温野菜日本涮涮锅,4.9,2882,210,大悦城,日本料理,南开区
潮你妹潮汕砂锅粥·夜宵,4.7,2612,86,白堤路/风荷园,潮汕菜,南开区
奥城豆腐名家,4.8,5106,65,时代奥城,韩国料理,南开区
津菜宋记老房子,4.6,472,66,密云路,天津菜,南开区
人民公社大食堂,4.2,394,85,南市,东北菜,南开区
宝轩渔府·鱼头泡饼,4.7,3255,108,南市,天津菜,南开区
山上下居酒屋,4.9,613,136,水上/天塔,日本料理,南开区
清波坊桃花烤鸭,4.9,1652,133,水上/天塔,烤鸭,南开区
峰厨大鱼泡饼,4.7,766,88,天佑城/西南角,天津菜,南开区
这些年羊腿汤·烧烤,4.8,1865,62,老城厢/鼓楼,烧烤烤串,南开区
爱合牛·日式寿喜烧放题,4.5,59,148,乐天/新世界,日本料理,南开区
小河边水煮鱼,4.6,1481,69,天佑城/西南角,酸菜鱼/水煮鱼,南开区
鲟潮鱼火锅,4.9,1242,91,大悦城,火锅,南开区
Nov 意式餐厅,4.7,54,82,天佑城/西南角,西餐,南开区
老孙家甜食铺子•甑糕甜粥,4.7,758,15,白堤路/风荷园,甜品,南开区
川国演义,4.8,4546,106,海光寺/六里台,川菜馆,南开区
Sisters芝士年糕火锅&炸鸡,4.8,6158,78,白堤路/风荷园,韩国料理,南开区
奇石咕噜鱼,4.5,9253,57,鞍山西道,火锅,南开区
湘西人家,4.5,279,72,海光寺/六里台,湘菜,南开区
王老六铁锅炖鱼,4.9,583,92,王顶堤/华苑,东北菜,南开区
313羊庄·铁锅烀羊肉,4.8,124,121,老城厢/鼓楼,火锅,南开区
徽商故里,4.6,1280,143,南开大学/八里台,徽菜,南开区
回家乡湘菜馆,4.5,531,102,凌奥,湘菜,南开区
悦·Restaurant,4.6,1008,82,大悦城,西餐,南开区
回奶奶清真菜,4.3,1190,69,南开公园/中学,天津菜,南开区
假装苏杭·游园津梦,4.6,3806,248,老城厢/鼓楼,苏浙菜,南开区
天津百饺园酒楼,4.5,5683,74,南开大学/八里台,天津菜,南开区
必点海鲜·鲅鱼水饺,4.9,5577,137,白堤路/风荷园,海鲜,南开区
二姐家锅贴菜馆,4.6,634,55,王顶堤/华苑,家常菜,南开区
Deer Park鹿园西餐,4.9,5813,160,老城厢/鼓楼,西餐,南开区
城里城外,4.6,304,69,南市,天津菜,南开区
优静空间,4.7,258,76,天拖地区,西餐,南开区
潮你妹潮汕砂锅粥,4.8,2465,102,时代奥城,潮汕菜,南开区
山上下日式烤肉店,4.9,3303,155,时代奥城,融合烤肉,南开区
津门羊大爷·铜锅涮肉,4.6,1496,91,天佑城/西南角,火锅,南开区
爱家味·冰煮羊·蒙古羊排,4.8,611,92,大悦城,烤串,南开区
Akalaka啊咔啦咔韩国料理,4.9,5175,68,时代奥城,韩国料理,南开区
六顺福记茶楼,4.7,2889,93,大悦城,茶餐厅,南开区
渝湘江南,4.6,4969,90,南开公园/中学,川菜馆,南开区
聖&居酒屋纯正日式料理,4.5,403,102,天拖地区,日本料理,南开区
MEETING·质享餐厅,4.8,425,220,时代奥城,创意菜,南开区
八号码头蒸汽海鲜,4.7,856,173,王顶堤/华苑,海鲜,南开区
靓社打边炉,4.7,1173,122,白堤路/风荷园,火锅,南开区
龙四爷铜锅涮肉,4.9,1807,96,南开公园/中学,火锅,南开区
有料儿铜锅,4.8,1786,81,白堤路/风荷园,火锅,南开区
市井烤肉,4.7,351,63,咸阳路/黄河道,融合烤肉,南开区
正阳春天津烤鸭店,4.7,127,82,白堤路/风荷园,烤鸭,南开区
比格比萨自助,4.8,3656,68,水上/天塔,自助餐,南开区
巴依老爷新疆美食,4.5,657,76,白堤路/风荷园,新疆菜,南开区
超级神炭烤肉夜食,4.8,2069,82,芥园道/复兴路,融合烤肉,南开区
砂锅煮艺·夜宵,4.7,495,61,咸阳路/黄河道,创意菜,南开区
食塘·大东北夜宵海鲜烧烤,4.8,2804,85,时代奥城,烤串,南开区
小龙坎火锅,4.6,2204,104,时代奥城,火锅,南开区
津门羊大爷·铜锅涮肉,4.7,1808,83,王顶堤/华苑,火锅,南开区
大渔铁板烧,4.6,5799,227,水上/天塔,日本料理,南开区
津悦东方•正阳春烤鸭店,4.5,1498,77,白堤路/风荷园,天津菜,南开区
纯粤,4.6,5862,96,水上/天塔,广州菜,南开区
老姑砂锅,4.6,353,89,南开公园/中学,烤串,南开区
东坡酒家,4.6,1795,79,水上/天塔,川菜馆,南开区
焱火烧食,4.9,4712,87,白堤路/风荷园,融合烤肉,南开区
陌上花儿·音乐西餐吧,4.9,4070,121,白堤路/风荷园,西餐,南开区
有鱼有肉妈妈菜,4.4,984,62,南开区,天津菜,南开区
八号码头蒸汽海鲜,4.8,2591,215,老城厢/鼓楼,海鲜,南开区
火社火锅,4.5,924,150,水上/天塔,火锅,南开区
和火人.烧烤酒场,4.7,686,76,大悦城,烧烤烤串,南开区
靓社围炉广式打边炉,4.8,736,81,水上/天塔,火锅,南开区
一个烂人和祝小姐开的餐厅,4.7,965,62,鞍山西道,串串香,南开区
刀叉遇上筷子,4.8,8465,87,南开公园/中学,西餐,南开区
黄记煌三汁焖锅,4.3,6126,89,大悦城,焖锅,南开区
大渔铁板烧,4.9,4673,219,老城厢/鼓楼,日本料理,南开区
清真益尚鲜火锅鸡·夜宵,4.7,80,75,芥园道/复兴路,火锅,南开区
大吉利·潮汕牛肉火锅,4.9,15755,94,海光寺/六里台,火锅,南开区
朝天门火锅,4.6,261,85,天拖地区,火锅,南开区
鲸岚·烧肉夜食南市店,4.9,1838,139,南市,融合烤肉,南开区
老冯烤羊蝎子馆,4.7,1648,96,密云路,烧烤烤串,南开区
庖丁兄弟干式熟成牛排自助餐厅,4.5,243,266,乐天/新世界,自助餐,南开区
玉玲珑,4.7,2249,87,南开大学/八里台,上海本帮菜,南开区
津悦东方•正阳春天津烤鸭店,4.5,2130,95,王顶堤/华苑,天津菜,南开区
波龍館·波士顿龙虾直供餐厅,4.2,111,209,凌奥,海鲜,南开区
喜来稀肉,4.7,1433,110,白堤路/风荷园,韩国料理,南开区
二姐家三个拿手菜,4.5,802,63,白堤路/风荷园,家常菜,南开区
监烤师烤肉·齐齐哈尔烤肉,4.5,214,64,王顶堤/华苑,融合烤肉,南开区
炉炉香饮食店,4.4,3966,15,南市,津味小吃,南开区
芊队长串串香火锅,4.2,40,74,南开公园/中学,自助餐,南开区
郝奕博狮子头,4.7,618,62,芥园道/复兴路,天津菜,南开区
含舍,4.6,463,71,时代奥城,天津菜,南开区
必点海鲜·鲅鱼水饺,4.7,463,148,王顶堤/华苑,海鲜,南开区
Cloudyard庭云,4.6,341,121,老城厢/鼓楼,西餐,南开区
利丰源烤羊腿,4.5,2055,123,海光寺/六里台,烤羊腿,南开区
槐店王婆大虾,4.8,1870,77,长虹公园,火锅,南开区
百姓家宴妈妈菜,4.1,138,40,芥园道/复兴路,天津菜,南开区
哥凹糕,4.1,873,35,白堤路/风荷园,面包烘焙,南开区
津门羊大爷·铜锅涮肉,4.6,894,81,南开大学/八里台,火锅,南开区
德善布车•韩国大排档牛肠烤肉店,4.4,503,109,时代奥城,韩国料理,南开区
泥锅涮肚,4.7,1013,68,天佑城/西南角,火锅,南开区
太俏港式打边炉·花胶鸡,4.6,785,107,水上/天塔,火锅,南开区
三代烤肉,4.9,132,110,水上/天塔,韩国料理,南开区
码头王梭边鱼锅,4.8,2020,86,天佑城/西南角,火锅,南开区
山上下居酒屋,4.9,5683,134,时代奥城,日本料理,南开区
芳竹园火锅,4.7,648,64,时代奥城,火锅,南开区
易合亭·酒栈中式酒馆 天津菜,4.8,514,159,老城厢/鼓楼,天津菜,南开区
铁真老姑红焖羊肉·刨冰王,4.7,2192,50,南市,火锅,南开区
岑楼·名厨,4.2,163,236,水上/天塔,粤菜馆,南开区
青年公社,4.7,8697,83,老城厢/鼓楼,烤鸭,南开区
云海肴云南菜,4.8,4880,102,大悦城,云南菜|滇菜,南开区
疆莱新疆餐厅,4.8,1317,65,南开大学/八里台,新疆菜,南开区
真悦居酒屋·炭火烤肉店,4.8,1693,129,大悦城,融合烤肉,南开区
爱家味冰煮羊·蒙古羊排,4.9,1800,96,海光寺/六里台,烤串,南开区
鱼酷活鱼烤鱼,4.8,8320,101,大悦城,烤鱼,南开区
泰丰生态酒楼,4.5,351,176,王顶堤/华苑,特色菜,南开区
鸟亭·烧鸟居酒屋,4.6,807,114,水上/天塔,日本料理,南开区
市井烤肉,4.8,1168,66,中北镇,融合烤肉,南开区
梨花牛肉汤,4.5,548,39,时代奥城,小吃快餐,南开区
杨记隆府,4.7,3880,97,大悦城,川菜馆,南开区
戊子大铜锅,4.8,950,85,王顶堤/华苑,火锅,南开区
三代烤肉,4.7,3777,123,南市,韩国料理,南开区
牛大伯火锅,4.7,552,89,王顶堤/华苑,火锅,南开区
頭壹鸣市井火锅鸡,4.7,295,58,天佑城/西南角,火锅,南开区
梨花牛肉汤,4.6,829,41,水上/天塔,小吃快餐,南开区
益尚鲜火锅鸡,4.7,772,52,海光寺/六里台,火锅,南开区
绿色庄园,4.8,242,105,老城厢/鼓楼,韩国料理,南开区
融聚·粤小馆,4.5,799,122,水上/天塔,粤菜馆,南开区
永旺羊汤,4.3,164,31,长虹公园,快餐简餐,南开区
八号码头海鲜火锅,4.8,283,161,老城厢/鼓楼,火锅,南开区
花和日本料理,4.8,3081,265,时代奥城,日本料理,南开区
SOCOTRA·阿拉伯餐厅,4.8,331,133,南开大学/八里台,中东菜,南开区
益尚鲜火锅鸡·宵夜,4.8,1941,61,白堤路/风荷园,火锅,南开区
蚝吉利生蚝火锅,4.2,424,134,凌奥,火锅,南开区
西域楼兰·新疆餐厅,4.6,555,61,海光寺/六里台,新疆菜,南开区
真悦居酒屋,4.8,4053,123,大悦城,日本料理,南开区
野人串吧•烧烤,4.5,310,85,凌奥,烤串,南开区
新煮意水煮鱼,4.7,8766,94,水上/天塔,酸菜鱼/水煮鱼,南开区
九田家黑牛烤肉料理,4.6,339,79,白堤路/风荷园,韩国料理,南开区
津门羊大爷·铜锅涮肉,4.5,567,76,密云路,火锅,南开区
313羊庄,4.2,197,117,王顶堤/华苑,火锅,南开区
久悦·September,4.5,376,83,时代奥城,东南亚菜,南开区
运发成海鲜烧烤涮羊肉,4.8,777,81,咸阳路/黄河道,烤串,南开区
成都108•牛蛙火锅店,4.8,2663,107,大悦城,火锅,南开区
莞膳·叶记肠粉,4.9,5043,33,白堤路/风荷园,广州菜,南开区
必点海鲜·头等舱,4.7,229,571,水上/天塔,海鲜,南开区
烤上加,4.9,1135,72,南开公园/中学,融合烤肉,南开区
安东鸡,4.7,3007,88,南市,韩国料理,南开区
红烟囱BBQ炭火烤肉,4.9,1964,86,南市,韩国料理,南开区
绿色庄园,4.8,3643,99,时代奥城,韩国料理,南开区
佳昊兴海鲜烧烤•鲅鱼蒸饺,4.7,310,77,凌奥,海鲜,南开区
杜称奇小吃店,4.5,2524,12,白堤路/风荷园,津味小吃,南开区
渔家庄,4.5,912,60,王顶堤/华苑,天津菜,南开区
we悦极意式餐厅,4.8,1885,116,白堤路/风荷园,西餐,南开区
然君成餐厅,4.7,1408,69,密云路,天津菜,南开区
老街称盘麻辣烫,4.2,1096,64,海光寺/六里台,火锅,南开区
一烤食上自助烤肉·火锅,4.2,5168,74,密云路,自助餐,南开区
牛九分·中式牛大排,4.8,1428,104,大悦城,福建菜,南开区
爱合牛-炭火烧肉·酒場·寿喜烧,4.4,1326,122,大悦城,日本料理,南开区
刁馋一锅鲜·津门招牌菜,4.7,1190,69,水上/天塔,天津菜,南开区
仅仅·清真西餐厅,4.8,732,94,老城厢/鼓楼,西餐,南开区
小肥羊,4.7,4049,82,长虹公园,火锅,南开区
祖母的魔法厨房,4.8,1358,84,密云路,西餐,南开区
我叫湘本味湘菜,4.5,669,76,密云路,湘菜,南开区
江户川食堂,4.8,1768,88,时代奥城,日本料理,南开区
钻石.明粤,4.7,1165,217,时代奥城,粤菜馆,南开区
北李妈妈菜,4.7,4083,80,水上/天塔,东北菜,南开区
弄堂小笼包,4.7,3511,66,大悦城,上海本帮菜,南开区
熙街巷·成都美蛙鱼头火锅,4.9,1775,105,白堤路/风荷园,火锅,南开区
九田家黑牛烤肉料理,4.7,1616,104,王顶堤/华苑,韩国料理,南开区
川江渔翁,4.6,212,57,海光寺/六里台,川菜馆,南开区
老姑砂锅,4.6,4275,89,南开大学/八里台,烤串,南开区
谭鸭血老火锅,4.8,4121,119,长虹公园,火锅,南开区
鹅城粤菜馆,4.6,719,115,水上/天塔,顺德菜,南开区
回家乡湘菜馆,4.5,402,96,老城厢/鼓楼,湘菜,南开区
只此一家纸上烤肉,4.9,1905,96,海光寺/六里台,融合烤肉,南开区
豪享悦牛排自助餐厅,4.4,2728,69,老城厢/鼓楼,自助餐,南开区
盛和道铁板烧·日式放题,4.5,1590,321,海光寺/六里台,日本料理,南开区
聚雅福·正阳春·天津烤鸭店,4.7,322,78,芥园道/复兴路,天津菜,南开区
焖范儿·牛肉焖锅,4.4,94,70,密云路,焖锅,南开区
盛辛巴·东北炭火烤肉,4.9,601,73,海光寺/六里台,融合烤肉,南开区
绿色庄园,4.7,7266,86,海光寺/六里台,韩国料理,南开区
半天妖烤鱼,4.8,973,76,王顶堤/华苑,烤鱼,南开区
大胡子•海鲜烧烤大排档,4.4,4328,85,南市,烤串,南开区
粤·花园餐厅,4.6,184,72,白堤路/风荷园,粤菜馆,南开区
郝奕博狮子头,4.7,884,61,王顶堤/华苑,天津菜,南开区
三个渔夫•蒸汽海鲜,4.9,3862,207,时代奥城,海鲜,南开区
小猪查理川式烤肉,4.7,978,75,水上/天塔,烧烤烤串,南开区
遇·COFFEE & TEA,4.5,194,38,南开大学/八里台,咖啡厅,南开区
井格重庆火锅,4.6,1002,111,大悦城,火锅,南开区
爱合牛-炭火烧肉&寿喜烧,4.6,1567,109,密云路,日本料理,南开区
贤合庄卤味火锅,4.7,3682,114,天佑城/西南角,火锅,南开区
小时候,4.5,594,29,大悦城,零食,南开区
高胖妹面庄,4.6,2079,33,白堤路/风荷园,面馆,南开区
内田,4.7,647,106,时代奥城,日本料理,南开区
吾安思厨·生日蛋糕面包,4.6,453,56,南开大学/八里台,面包烘焙,南开区
85度C,4.6,1706,23,白堤路/风荷园,面包烘焙,南开区
汉堡王,4.5,12270,32,大悦城,西式快餐,南开区
屹黍日式料理,4.7,145,97,老城厢/鼓楼,日本料理,南开区
第戎蛋糕,4.6,147,44,大悦城,甜品,南开区
老王豆皮,4.6,5867,9,南开大学/八里台,小吃快餐,南开区
靓海海鲜火锅,4.7,317,207,时代奥城,火锅,南开区
云烧·贵阳小豆腐·中式烤肉,4.6,393,91,时代奥城,融合烤肉,南开区
知味真酱牛腱老味蒸饼,4.6,2743,15,白堤路/风荷园,快餐简餐,南开区
玖月家亲子餐厅,4.6,276,126,天拖地区,西餐,南开区
哆么DOMO蛋糕甜品,4.7,291,97,老城厢/鼓楼,甜品,南开区
爱漪·甜甜圈,4.5,208,27,大悦城,甜品,南开区
老成都美蛙鱼头火锅香锅,4.5,353,97,水上/天塔,火锅,南开区
偌璞食堂Robocook Eatery,4.6,566,116,老城厢/鼓楼,西餐,南开区
OTHER·私厨·西餐创意菜,4.7,512,161,老城厢/鼓楼,创意菜,南开区
姥家鱼铁锅炖,4.7,206,50,水上/天塔,东北菜,南开区
樱花日本料理,4.6,699,162,水上/天塔,日本料理,南开区
芋见他,4.5,5111,31,大悦城,甜品,南开区
考拉·旺烤肉餐厅,4.7,232,64,密云路,融合烤肉,南开区
Mini Town Kids Club亲子餐厅,4.5,93,99,时代奥城,西餐,南开区
幸福西饼生日蛋糕,4.5,494,111,南开区,面包烘焙,南开区
娜家·清真重庆私房小火锅,4.5,355,62,大悦城,火锅,南开区
哆池韩国料理,4.6,923,88,时代奥城,西餐,南开区
老陶包子铺,4.5,365,9,南开大学/八里台,包子,南开区
皇冠明珠·鱼翅楼,4.5,966,470,水上/天塔,海鲜,南开区
首跑蹄儿餐厅,4.7,2162,87,南市,韩国料理,南开区
广欣串串香火锅,4.6,407,64,密云路,串串香,南开区
和心亭日本料理,4.7,920,176,时代奥城,日本料理,南开区
CAKE MORE甜品,4.7,96,52,时代奥城,甜品,南开区
薇马克印度餐厅 Vimarkitchen,4.6,4423,72,海光寺/六里台,东南亚菜,南开区
熙街巷·成都美蛙鱼头火锅,4.7,627,103,海光寺/六里台,火锅,南开区
Your Beer 你的啤酒吧·精酿啤酒,4.5,245,104,时代奥城,西餐,南开区
85度C,4.6,1744,28,老城厢/鼓楼,面包烘焙,南开区
清真·同福楼大铜锅,4.5,641,75,白堤路/风荷园,火锅,南开区
巴黎贝甜,4.5,1336,76,咸阳路/黄河道,甜品,南开区
王师傅怪味担担面,4.7,351,26,白堤路/风荷园,面馆,南开区
穗瑞日本料理,4.5,1005,124,白堤路/风荷园,日本料理,南开区
慢城烘焙·蛋糕,4.7,2629,87,王顶堤/华苑,面包烘焙,南开区
老铺子熏肉,4.5,640,22,白堤路/风荷园,熟食熏酱,南开区
莫太极私房麻辣烫,4.7,547,29,天拖地区,麻辣烫,南开区
麦当劳,4.5,1670,22,白堤路/风荷园,西式快餐,南开区
秀川日本料理铁板烧,4.5,840,195,时代奥城,日本料理,南开区
井格重庆火锅,4.7,876,117,水上/天塔,火锅,南开区
甘食记·成都肥肠粉,4.5,1478,31,大悦城,小吃快餐,南开区
誠·居酒屋,4.6,115,172,时代奥城,日本料理,南开区
栗记麦香坊仙豆糕,4.5,2301,21,白堤路/风荷园,小吃,南开区
安莫希林甜品,4.6,162,64,王顶堤/华苑,甜品,南开区
四远香糕点,4.7,1073,232,南开公园/中学,面包烘焙,南开区
山雲亭,4.7,156,131,老城厢/鼓楼,日本料理,南开区
小虎一品火锅涮烤鲜,4.7,510,96,白堤路/风荷园,火锅,南开区
香酥绿豆饼,4.6,1933,15,南开大学/八里台,面包烘焙,南开区
惹火铺牛板筋火锅,4.6,547,84,白堤路/风荷园,火锅,南开区
星巴克,4.6,520,40,王顶堤/华苑,咖啡厅,南开区
鲜芋仙MeetFresh,4.5,4626,29,大悦城,甜品,南开区
巴渝朵朵重庆老火锅,4.5,242,111,白堤路/风荷园,火锅,南开区
半程咖啡,4.6,41,18,海光寺/六里台,咖啡厅,南开区
莎莎Salsa·酥皮烤鸭,4.7,251,67,时代奥城,特色菜,南开区
董家湾重庆老火锅,4.6,4959,114,时代奥城,火锅,南开区
禾沐·轻食·面包·咖啡,4.6,191,35,天拖地区,面包烘焙,南开区
津乐园,4.5,777,44,白堤路/风荷园,面包烘焙,南开区
津乐园,4.6,1262,36,咸阳路/黄河道,面包烘焙,南开区
星巴克臻选,4.7,3376,42,大悦城,咖啡厅,南开区
恩宏德餐馆,4.5,342,76,南开大学/八里台,天津菜,南开区
池田寿司,4.5,1014,29,大悦城,寿司,南开区
好利来,4.6,1107,79,密云路,面包烘焙,南开区
食財铜锅涮肉,4.6,72,128,水上/天塔,火锅,南开区
代代木日式烧鸟居酒屋,4.6,75,102,时代奥城,日本料理,南开区
pw purewhite coffee,4.7,301,36,长虹公园,咖啡厅,南开区
亲爱的锅包YOU,4.5,3096,24,南市,快餐简餐,南开区
米斯特比萨,4.7,8620,69,时代奥城,比萨,南开区
九禾寿司,4.7,518,84,时代奥城,寿司,南开区
必胜客,4.7,950,74,王顶堤/华苑,比萨,南开区
新辣道鱼火锅,4.6,9527,100,大悦城,火锅,南开区
起士林KIESSLING,4.5,459,141,长虹公园,面包烘焙,南开区
吉野家,4.5,543,43,南开区,日本料理,南开区
罗丝妹柳州螺蛳粉,4.5,192,25,大悦城,小吃快餐,南开区
赛象酒店·福泉阁中餐厅,4.5,1082,389,王顶堤/华苑,其他中餐,南开区
黄记煌三汁焖锅,4.5,2384,83,咸阳路/黄河道,焖锅,南开区
归源居酒屋,4.7,35,122,南开大学/八里台,日本料理,南开区
原麦山丘,4.7,4406,41,大悦城,面包烘焙,南开区
慢城烘焙·蛋糕,4.7,3521,44,南市,面包烘焙,南开区
大吉利·粵式浓香牛什锦,4.6,1340,40,时代奥城,小吃,南开区
粤来香·好粥道,4.6,1942,78,时代奥城,粥店,南开区
黄氏养生甜品专家,4.5,963,23,老城厢/鼓楼,甜品,南开区
牛炙岛·烧肉店Kebab shop,4.6,78,94,海光寺/六里台,融合烤肉,南开区
蜀井老街牛肉串串火锅,4.5,109,61,水上/天塔,火锅,南开区
七爺清汤腩,4.7,4082,64,大悦城,茶餐厅,南开区
雲井日本料理,4.7,201,158,天拖地区,日本料理,南开区
麦当劳,4.5,1302,24,王顶堤/华苑,西式快餐,南开区
醉麻辣·蘸锅串串,4.6,2832,80,水上/天塔,串串香,南开区
Cafe Alice咖啡爱丽丝,4.6,1818,86,时代奥城,咖啡厅,南开区
好利来,4.7,850,91,时代奥城,面包烘焙,南开区
瘾·初心,4.6,103,27,天拖地区,咖啡厅,南开区
小岛斗牛家,4.6,251,88,大悦城,日本料理,南开区
呷哺呷哺,4.6,5003,78,大悦城,火锅,南开区
猫几坨·猫咖,4.5,191,35,老城厢/鼓楼,饮品店,南开区
牛将军奥城店,4.5,486,121,时代奥城,韩国料理,南开区
老沧州火锅鸡,4.6,803,50,海光寺/六里台,火锅,南开区
天瑞祥烧麦馆,4.5,587,54,密云路,包子,南开区
达文麦麦提玫瑰馕肉馕,4.6,124,12,南市,新疆菜,南开区
年巴羊肉铺老铜锅,4.6,1685,62,咸阳路/黄河道,火锅,南开区
娜娜家·Nana's Cafe,4.7,931,71,时代奥城,快餐简餐,南开区
多乐之日,4.5,470,30,时代奥城,面包烘焙,南开区
津乐园,4.5,829,44,王顶堤/华苑,面包烘焙,南开区
山海小镇夜巷火锅,4.7,69,61,凌奥,火锅,南开区
埃里思故比萨,4.5,186,56,天拖地区,比萨,南开区
赵崽儿川式面品,4.7,4634,31,大悦城,面馆,南开区
85度C,4.5,4556,25,老城厢/鼓楼,面包烘焙,南开区
牛魔王潮汕牛肉火锅,4.5,1273,108,时代奥城,火锅,南开区
胶澳吃哈小馆,4.5,136,121,时代奥城,海鲜,南开区
麦当劳,4.5,407,24,南开区,西式快餐,南开区
米斯特比萨,4.6,189,61,天拖地区,西餐,南开区
时光餐厅,4.6,121,39,王顶堤/华苑,创意菜,南开区
大圆碗,4.6,1936,30,南开公园/中学,快餐简餐,南开区
京馔手工吐司,4.7,508,38,南开大学/八里台,面包烘焙,南开区
大小楼餐吧,4.6,193,58,王顶堤/华苑,西餐,南开区
米斯特披萨,4.7,1175,85,水上/天塔,比萨,南开区
米斯特比萨,4.6,5987,74,大悦城,比萨,南开区
食仔记串串香,4.5,516,78,时代奥城,串串香,南开区
阿锋香港酒楼,4.5,569,204,南开大学/八里台,粤菜馆,南开区
九田烤肉料理,4.6,3113,85,密云路,韩国料理,南开区
禾之鲜回转寿司,4.5,5872,65,大悦城,寿司,南开区
COSTA COFFEE,4.6,1535,38,老城厢/鼓楼,咖啡厅,南开区
域民斋铜锅烧烤·羊汤,4.5,377,74,长虹公园,火锅,南开区
南大门米糕,4.5,2713,19,海光寺/六里台,面包烘焙,南开区
呷哺呷哺,4.7,1835,66,水上/天塔,火锅,南开区
棒！约翰比萨,4.6,1502,50,天佑城/西南角,比萨,南开区
沈家洪城重庆老火锅·宵夜,4.7,1238,78,王顶堤/华苑,火锅,南开区
九龍冰室,4.5,437,68,南市,茶餐厅,南开区
合易泓烤肉天佑城店,4.7,1850,70,南开公园/中学,融合烤肉,南开区
cafe story,4.6,378,41,长虹公园,咖啡厅,南开区
羊老赞铜锅涮羊肉,4.7,248,78,芥园道/复兴路,火锅,南开区
津乐园,4.6,836,68,王顶堤/华苑,面包烘焙,南开区
铭•西餐厅,4.7,205,145,南开大学/八里台,西餐,南开区
梅拉诺咖啡,4.5,294,51,南市,西餐,南开区
麦当劳,4.6,438,29,王顶堤/华苑,西式快餐,南开区
满记甜品,4.5,2854,35,老城厢/鼓楼,甜品,南开区
二人锅,4.5,1536,81,水上/天塔,火锅,南开区
老孙记烧鸡,4.7,664,36,白堤路/风荷园,烧鸡,南开区
